,Unnamed: 0,Enzyme,Reaction,Reference:,Reference ID:,EC Value:,Method:,Buffer:,Evaluation:,T [K],pH ,Keq,Km,Enthalpy [kJ / mol],solutes [mol / dm^3],solutes [mol / kg],Ionic strength [mol / kg],Ionic strength [mol / dm^3],Experimental conditions
2323,2323,nan,nan,,,,,maleate,,298.15,6.7,,,-56.7,,,,,
2324,2324,nan,nan,,,,,phosphate,,298.15,6.7,,,-48.2,,,,,
2325,2325,nan,nan,,,,,phosphate,,298.15,7.5,,,-61.3,,,,,
2326,2326,nan,nan,,,,,Tris,,298.15,7.5,,,-18.7,,,,,
2327,2327, phosphohydrolase (unclassified), adenosine 3':5'-(cyclic)phosphate(aq) + H2O(l) = adenosine 3'-monophosphate(aq),"Kapitannikov Yu. V.; Barshevskaya T.N.; Ginodman L.M.; Ref. Dokl. Socbshch. - Mendeleevsk. S'ezd Obshch. Prikl. Khim. 11th Vol. 6 p.59. Edited by V.N. Rozinskaya. ""Nauka"": Moscow (1975).",75KAP/BAR_980," 3.4.23.1                                                    (ENZYME |                                                 KEGG)                                                ", radioactivity, acetate (0.2 mol dm-3), C,293.15,4.1,2.3,,,,,,,
2328,2328, phosphohydrolase (unclassified), diethyl phosphate(aq) + H2O(l) = monoethyl phosphate(aq) + ethanol(aq),"Kapitannikov Yu. V.; Barshevskaya T.N.; Ginodman L.M.; Ref. Dokl. Socbshch. - Mendeleevsk. S'ezd Obshch. Prikl. Khim. 11th Vol. 6 p.59. Edited by V.N. Rozinskaya. ""Nauka"": Moscow (1975).",75KAP/BAR_981," 3.4.23.1                                                    (ENZYME |                                                 KEGG)                                                ", radioactivity, acetate (0.2 mol dm-3), C,293.15,4.6,4.7,,,,,,,
2329,2329, phosphohydrolase (unclassified), ethylene phosphate(aq) + H2O(l) = 2-hydroxyethyl phosphate(aq),"Kapitannikov Yu. V.; Barshevskaya T.N.; Ginodman L.M.; Ref. Dokl. Socbshch. - Mendeleevsk. S'ezd Obshch. Prikl. Khim. 11th Vol. 6 p.59. Edited by V.N. Rozinskaya. ""Nauka"": Moscow (1975).",75KAP/BAR_982," 3.4.23.1                                                    (ENZYME |                                                 KEGG)                                                ", radioactivity, acetate (0.2 mol dm-3), C,293.15,4.6,1.3,,,,,,,
2330,2330, phosphohydrolase (unclassified)," methyl Î±-D-glucopyranoside 4,6-(cyclic)phosphate(aq) + H2O(l) = methyl Î±-D-glucopyranoside 6-phosphate(aq)",Krietsch W.K.G.; Methods Enzymol.; 41 434 (1975).,75KRI_1285," 5.3.1.1                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, triethanolamine (0.093 mol dm-3) + HCl, C,298.15,7.5,19,,,,,,,
2331,2331, phosphohydrolase (unclassified)," methyl Î²-D-ribofuranoside 3,5-(cyclic)phosphate(aq) + H2O(l) = methyl Î²-D-ribofuranoside 5-phosphate(aq)",Kurski M.D.; Kondratyook T.P.; Litvinenko L.T.; Kosterin S.O.; Dopov. Akad. Nauk. Ukr. RSR Ser. B: Geol. Geofiz. Khim. Biol.;3 256 (1975).,75KUR/KON_1095," 4.1.2.13                                                    (ENZYME |                                                 KEGG)                                                ",, Tris + acetate, C,282.15,8.8,6.40E-05,,,,,,,
2332,2332,nan,nan,,,,,,,296.15,8.8,4.10E-06,,,,,,,
2333,2333,nan,nan,,,,,,,303.15,8.8,6.20E-06,,,,,,,
2334,2334,nan,nan,,,,,,,313.15,8.8,2.80E-06,,,,,,,
2335,2335, phosphohydrolase (unclassified), tetramethylene phosphate(aq) + H2O(l) = 4-hydroxybutyl phosphate(aq),Kurski M.D.; Kondratyook T.P.; Litvinenko L.T.; Kosterin S.O.; Dopov. Akad. Nauk. Ukr. RSR Ser. B: Geol. Geofiz. Khim. Biol.;3 256 (1975).,75KUR/KON_1098," 4.1.2.13                                                    (ENZYME |                                                 KEGG)                                                ",, Tris + acetate, C,282.15,8.8,2.10E-06,,,,,,,
2336,2336, phosphohydrolase (unclassified), trimethylene phosphate(aq) + H2O(l) = 3-hydroxypropyl phosphate(aq),Mangold A.; Langerman N.; Arch. Biochem. Biophys.; 169 126 (1975).,75MAN/LAN_336," 1.14.14.3                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, potassium phosphate (0.15 mol dm-3), C,280.15,7,,,-350,,,,,
2337,2337,nan,nan,,,,,,,298.15,7,,,-308,,,,,
2338,2338, hexokinase, ATP(aq) + D-fructose(aq) = ADP(aq) + D-fructose 6-phosphate(aq),McGlothlin C.D.; Jordan J.; Anal. Chem.; 47 786 (1975).,75MCG/JOR_547," 2.7.1.1                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, Tris glycylglycine glycylglycylglycine and NN-bis(2-hydroxyethyl)-glycine, A,298.15,8,,,-27.2 & -71.5,,,,,
2339,2339,nan,nan,,,,,glycylglycylglycine,,298.15,8,,,-28.5 & -66.1,,,,,
2340,2340,nan,nan,,,,,NN-bis(2-hydroxyethyl)-glycine,,298.15,8,,,-27.6 & -54,,,,,
2341,2341,nan,nan,,,,,Tris,,298.15,8,,,-27.6 & -74.9,,,,,
2342,2342, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Murakami K.; Tsushima K.; Biochim. Biophys. Acta; 384 390 (1975).,75MUR/TSU_461," 2.4.2.1                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, Tris (0.10 mol dm-3) + HCl, B,310.15,7.5,0.048,,,,,,,
2343,2343, hexokinase, ATP(aq) + D-mannose(aq) = ADP(aq) + D-mannose 6-phosphate(aq),Pieklik J.R.; Guynn R.W.; J. Biol. Chem.; 250 4445 (1975).,75PIE/GUY_388," 2.3.1.6                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, phosphate (0.050 mol dm-3), A,298.15,7.03,11.7,,,,,,0.25,
2344,2344,nan,nan,,,,,,,311.15,7.03,12.3,,,,,,0.25,
2345,2345, glutathione reductase (NAD(P)H), 2 reduced glutathione(aq) + NADP(aq) =  oxidized glutathione(aq) + NADPH(aq),Pieklik J.R.; Guynn R.W.; J. Biol. Chem.; 250 4445 (1975).,75PIE/GUY_391," 2.3.1.7                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, phosphate (0.050 mol dm-3), A,298.15,7,1.6,,,,,,0.25,
2346,2346,nan,nan,,,,,,,311.15,7,1.73,,,,,,0.25,
2347,2347, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Schlegel W.; Greep R.O.; Eur. J. Biochem.; 56 245 (1975),75SCH/GRE_218," 1.1.1.141                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, Tris (0.1 mol dm-3), C,298.15,7,1.77?102,,,,,,,
2348,2348,nan,nan,,,,,,,298.15,8,1.77?103,,,,,,,
2349,2349, ribose isomerase, D-ribose(aq) = D-ribulose(aq),Schimerlik M.I.; Rife J.E.; Cleland W.W.; Biochemistry; 14 5347 (1975).,75SCH/RIF_138," 1.1.1.37                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry,, A,298.15,9.3,1.17E-03,,,,,,,
2350,2350, purine-nucleoside phosphorylase, inosine(aq) + orthophosphate(aq) = hypoxanthine(aq) + Î±-D-ribose 1-phosphate(aq),Schimerlik M.I.; Rife J.E.; Cleland W.W.; Biochemistry; 14 5347 (1975).,75SCH/RIF_150," 1.1.1.40                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry,, B,298.15,7.1,0.03,,,,,,,
2351,2351, urease, urea(aq) + 2 H2O(l) = 2 ammonia(aq) + carbon dioxide(aq),Shizuta Y.; Beavo J.A.; Bechtel P.J.; Hofmann F.; Krebs E.G.; J. Biol. Chem.; 250 6891 (1975).,75SHI/BEA_560," 2.7.1.37                                                    (ENZYME |                                                 KEGG)                                                ", radioactivity, Mes (0.05 mol dm-3), B,303.15,6.9,24,,,,,,,
2352,2352, pepsin A, N-acetyl-L-phenylalanine-L-dibromidetyrosine ethyl ester(aq) + H2O(l) = N-acetyl-L-phenylalanine(aq) + L-dibromotyrosine ethyl ester(aq),Sundler R.; J. Biol. Chem.; 250 8585 (1975).,75SUN_700," 2.7.7.14                                                    (ENZYME |                                                 KEGG)                                                ", radioactivity, Tris (0.020 mol dm-3) + HCl, C,310.15,7.8,0.46,,,,,,,
2353,2353, pepsin A, N-acetyl-L-phenylalanyl-L-phenylalanylglycine(aq) + H2O(l) = N-acetyl-L-phenylalanine(aq) + L-phenylalanylglycine(aq),Wyrambik D.; Griesbach H.; Eur. J. Biochem.; 59 9 (1975).,75WYR/GRI_223," 1.1.1.194                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, phosphate (0.20 mol dm-3), C,303.15,7.8,0.18,,,,,,,
2354,2354,nan,nan,,,,,,,303.15,8,0.28,,,,,,,
2355,2355,nan,nan,,,,,,,303.15,8.8,1.8,,,,,,,
2356,2356, pepsin A, N-acetyl-L-phenylalanyl-L-phenylalanylglycine methyl ester(aq) + H2O(l) = N-acetyl-L-phenylalanine(aq) + L-phenylalanylglycine methyl ester(aq),Berezin I.V.; Klyesov A.A.; Margolin A.L.; Nys P.C.; Savitskaya E.M.; Shvyadas V.K.; Antibiotiki; 21 519 (1976).,76BER/KLY_1009," 3.5.1.11                                                    (ENZYME |                                                 KEGG)                                                ",,, C,298.15,5,3.00E-03,,,,,,,
2357,2357,nan,nan,,,,,,,298.15,6,2.20E-02,,,,,,,
2358,2358, triose-phosphate isomerase, D-glyceraldehyde 3-phosphate(aq) = glycerone phosphate(aq),Greenwood C.; Brittain T.; Wilson M.; Brunori M.; Biochem. J.; 157 591 (1976).,76GRE/BRI_328," 1.9.3.1                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, potassium phosphate (0.1 mol dm-3), C,298.15,7.4,~0.75,,,,,,,
2359,2359, fructose-biphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = glycerone phosphate(aq) + D-glyceraldehyde 3-phosphate(aq)",Guynn R.W.; J. Biol. Chem.; 251 7162 (1976).,76GUY_807," 3.1.3.1                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, Tris + HCl, A,311.15,6.85,40,,,0.015 MgCl2 & 0.015 MgCl2,,,0.25,
2360,2360,nan,nan,,,,,,,311.15,6.86,39.3,,,0.0141 MgCl2 & 0.0141 MgCl2,,,0.25,
2361,2361,nan,nan,,,,,,,311.15,6.87,35.7,,,0.0087 MgCl2 & 0.0087 MgCl2,,,0.25,
2362,2362,nan,nan,,,,,,,311.15,6.88,41.3,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2363,2363,nan,nan,,,,,,,311.15,6.88,43.1,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2364,2364,nan,nan,,,,,,,311.15,6.88,44.5,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2365,2365,nan,nan,,,,,,,311.15,6.88,44.7,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2366,2366,nan,nan,,,,,,,311.15,6.88,38.9,,,0.0114 MgCl2 & 0.0114 MgCl2,,,0.25,
2367,2367,nan,nan,,,,,,,311.15,6.89,39.9,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2368,2368,nan,nan,,,,,,,311.15,6.9,46.9,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2369,2369,nan,nan,,,,,,,311.15,6.9,49,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2370,2370,nan,nan,,,,,,,311.15,6.9,49.6,,,0.0014 MgCl2 & 0.0014 MgCl2,,,0.25,
2371,2371,nan,nan,,,,,,,311.15,6.9,44.6,,,0.0017 MgCl2 & 0.0017 MgCl2,,,0.25,
2372,2372,nan,nan,,,,,,,311.15,6.9,45,,,0.0026 MgCl2 & 0.0026 MgCl2,,,0.25,
2373,2373,nan,nan,,,,,,,311.15,6.9,49.9,,,0.0029 MgCl2 & 0.0029 MgCl2,,,0.25,
2374,2374,nan,nan,,,,,,,311.15,6.9,34.4,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2375,2375,nan,nan,,,,,,,311.15,6.9,34.4,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2376,2376,nan,nan,,,,,,,311.15,6.9,43.3,,,0.0056 MgCl2 & 0.0056 MgCl2,,,0.25,
2377,2377,nan,nan,,,,,,,311.15,6.9,51.4,,,0.0065 MgCl2 & 0.0065 MgCl2,,,0.25,
2378,2378,nan,nan,,,,,,,311.15,6.9,37.3,,,0.0082 MgCl2 & 0.0082 MgCl2,,,0.25,
2379,2379,nan,nan,,,,,,,311.15,6.9,38.3,,,0.012 MgCl2 & 0.012 MgCl2,,,0.25,
2380,2380,nan,nan,,,,,,,311.15,6.91,29.9,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2381,2381,nan,nan,,,,,,,311.15,6.92,36.8,,,0.0047 MgCl2 & 0.0047 MgCl2,,,0.25,
2382,2382,nan,nan,,,,,,,311.15,6.94,36.1,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2383,2383,nan,nan,,,,,,,311.15,6.94,36.5,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2384,2384,nan,nan,,,,,,,311.15,6.94,37.6,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2385,2385,nan,nan,,,,,,,311.15,6.94,39,,,0.0019 MgCl2 & 0.0019 MgCl2,,,0.25,
2386,2386,nan,nan,,,,,,,311.15,6.95,34.6,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2387,2387,nan,nan,,,,,,,311.15,6.95,39.4,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2388,2388,nan,nan,,,,,,,311.15,6.95,39.9,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2389,2389,nan,nan,,,,,,,311.15,6.95,40.1,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2390,2390,nan,nan,,,,,,,311.15,6.95,37.4,,,0.0121 MgCl2 & 0.0121 MgCl2,,,0.25,
2391,2391,nan,nan,,,,,,,311.15,7.08,31.6,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2392,2392,nan,nan,,,,,,,311.15,7.08,32.4,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2393,2393,nan,nan,,,,,,,311.15,7.09,28.2,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2394,2394,nan,nan,,,,,,,311.15,7.09,30.4,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2395,2395,nan,nan,,,,,,,311.15,7.15,35.9,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2396,2396,nan,nan,,,,,,,311.15,7.15,36.9,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2397,2397,nan,nan,,,,,,,311.15,7.16,34,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2398,2398,nan,nan,,,,,,,311.15,7.22,26.7,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2399,2399,nan,nan,,,,,,,311.15,7.23,31.3,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2400,2400,nan,nan,,,,,,,311.15,7.23,34.1,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2401,2401,nan,nan,,,,,,,311.15,7.32,33.5,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2402,2402,nan,nan,,,,,,,311.15,7.32,34.4,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2403,2403,nan,nan,,,,,,,311.15,7.35,33.6,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2404,2404,nan,nan,,,,,,,311.15,7.35,36.8,,,0.005 MgCl2 & 0.005 MgCl2,,,0.25,
2405,2405,nan,nan,,,,,,,311.15,7.92,24.1,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2406,2406,nan,nan,,,,,,,311.15,7.92,25.5,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2407,2407,nan,nan,,,,,,,311.15,7.99,21.6,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2408,2408,nan,nan,,,,,,,311.15,7.99,28.9,,,0.0005 MgCl2 & 0.0005 MgCl2,,,0.25,
2409,2409, fructose-biphosphate aldolase, D-fructose 1-phosphate(aq) = D-glyceraldehyde(aq) + glycerone phosphate(aq),Hill B.; Attwood M.M.; J. Gen. Microbiol.; 96 185 (1976).,76HIL/ATT_1397," 5.4.2.1                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay and spectrophotometry, imidazole (0.05 mol dm-3) + HCl, B,303.15,7.3,11.3,,,,,,,
2410,2410, alkanal monooxygenase (FMN-linked), dodecanal(aq) + FMN(reduced) + O2(aq) = dodecanoic acid(aq) + FMN(oxidized) + H2O(l),Jespersen N.; Thermochim. Acta; 17 23 (1976).,76JES_139," 1.1.1.37                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, phosphate (0.5 mol dm-3), B,298.15,7.4,,,89.5,,,,,
2411,2411, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_649," 2.7.4.3                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay; spectrophotometry, phosphate (0.0095 M - 0.0097 mol dm-3), A,310.15,6.89,0.964,,,0.0011 Mg2+ & 0.0011 Mg2+,,,0.25,
2412,2412,nan,nan,,,,,,,310.15,6.9,0.982,,,0.00108 Mg2+ & 0.00108 Mg2+,,,0.25,
2413,2413,nan,nan,,,,,,,310.15,6.91,0.98,,,0.00108 Mg2+ & 0.00108 Mg2+,,,0.25,
2414,2414,nan,nan,,,,,,,310.15,6.91,0.983,,,0.00108 Mg2+ & 0.00108 Mg2+,,,0.25,
2415,2415,nan,nan,,,,,,,310.15,6.97,0.929,,,0.00038 Mg2+ & 0.00038 Mg2+,,,0.25,
2416,2416,nan,nan,,,,,,,310.15,6.97,0.981,,,0.00038 Mg2+ & 0.00038 Mg2+,,,0.25,
2417,2417,nan,nan,,,,,,,310.15,6.98,0.871,,,0.00036 Mg2+ & 0.00036 Mg2+,,,0.25,
2418,2418,nan,nan,,,,,,,310.15,6.98,0.946,,,0.00037 Mg2+ & 0.00037 Mg2+,,,0.25,
2419,2419,nan,nan,,,,,,,310.15,6.99,0.708,,,0.0001 Mg2+ & 0.0001 Mg2+,,,0.25,
2420,2420,nan,nan,,,,,,,310.15,6.99,0.899,,,0.00025 Mg2+ & 0.00025 Mg2+,,,0.25,
2421,2421,nan,nan,,,,,,,310.15,6.99,1.014,,,0.00044 Mg2+ & 0.00044 Mg2+,,,0.25,
2422,2422,nan,nan,,,,,,,310.15,6.99,1.044,,,0.00066 Mg2+ & 0.00066 Mg2+,,,0.25,
2423,2423,nan,nan,,,,,,,310.15,6.99,1.06,,,0.00083 Mg2+ & 0.00083 Mg2+,,,0.25,
2424,2424,nan,nan,,,,,,,310.15,6.99,0.842,,,0.00195 Mg2+ & 0.00195 Mg2+,,,0.25,
2425,2425,nan,nan,,,,,,,310.15,6.99,0.572,,,0.00445 Mg2+ & 0.00445 Mg2+,,,0.25,
2426,2426,nan,nan,,,,,,,310.15,6.99,0.38,,,0.00998 Mg2+ & 0.00998 Mg2+,,,0.25,
2427,2427, purine-nucleoside phosphorylase, inosine(aq) + orthophosphate(aq) = hypoxanthine(aq) + Î±-D-ribose 1-phosphate(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_773," 3.1.3.1                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay; spectrophotometry, phosphate (0.098 mol dm-3), A,310.15,6.99,110,,,,,,0.25,3 = -log[Mg+2]
2428,2428, choline O-acetyltransferase, acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),"Lawson J.W.R.; Guynn R.W.; Cornell N.; Veech R.L.; in ""Gluconeogenesis: Its Regulation in Mammalian Species""; R.W. Hanson and M.A. Mehlman eds.; John Wiley and Sons New York (1976) pp. 481-512.",76LAW/GUY_830," 3.1.3.11                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay; spectrophotometry, phosphate (0.104 mol dm-3), A,310.15,6.99,174,,,,,,0.25,3.05 = -log[Mg+2]
2429,2429, carnitine O-acetyltransferase, acetyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-acetylcarnitine(aq),Lloyd N.E.; Khaleeluddin K.; Cereal Chem.; 53 27 (1976).,76LLO/KHA_1309," 5.3.1.5                                                    (ENZYME |                                                 KEGG)                                                ", polarimetry and HPLC, sodium sulfite + sodium hydrogen sulfite, A,303.15,7.3,0.869,,,,,,,
2430,2430,nan,nan,,,,,,,318.15,7.3,0.931,,,,,,,
2431,2431,nan,nan,,,,,,,333.15,7.3,0.996,,,,,,,
2432,2432,nan,nan,,,,,,,343.15,7.3,1.101,,,,,,,
2433,2433, 15-hydroxyprostaglandin dehydrogenase (NAD+), prostaglandin E2(aq) + NAD(aq) = 15-oxo-prostaglandin E2(aq) + NADH(aq),Murata T.; Plant Cell Physiol.; 17 1099 (1976).,76MUR_1413," 5.4.2.8                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay and spectrophotometry, Tris acetate (0.02 mol dm-3), B,303.15,7,8.5,,,,,,,
2434,2434, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Rao B.D.N.; Buttlaire D.H.; Cohn M.; J. Biol. Chem.; 251 6981 (1976).,76RAO/BUT_618," 2.7.3.3                                                    (ENZYME |                                                 KEGG)                                                ", NMR, Hepes (0.15 mol dm-3), B,285.15,7.25,0.1,,,,,,,
2435,2435, malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+), (S)-malate(aq) + NADP(aq) + H2O(l) = pyruvate(aq) + NADPH(aq) + carbon dioxide(aq),Ruschig U.; M|ller U.; Willnow P.; Hvpner T.; Eur. J. Biochem.; 70 325 (1976).,76RUS/MUL_237," 1.2.1.2                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, histidine hydrochloride (0.071 mol dm-3), D,298.15,6.2,~420,,,,,,,
2436,2436, protein kinase, ATP(aq) + lysozyme(aq) = ADP(aq) + phospholysozyme(aq),Schmidt H.-L.; Krisam G.; Grenner G.; Biochim. Biophys. Acta; 429 283 (1976).,76SCH/KRI_1000," 3.5.1.5                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, Tris (0.05 mol dm-3) + HCl, B,300.15,7,,,-7.1,,,,,
2437,2437,nan,nan,,,,,,,300.15,8,,,-8.4,,,,,
2438,2438, ethanolamine-phosphate cytidylyltransferase, CTP(aq) + O-phosphorylethanolamine(aq) = pyrophosphate(aq) + CDPethanolamine(aq),Schmidt H.-L.; Krisam G.; Grenner G.; Biochim. Biophys. Acta; 429 283 (1976).,76SCH/KRI_107," 1.1.1.27                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, phosphate (0.07 mol dm-3), C,298.15,7.5,,,41.8,,,,,
2439,2439, coniferyl-alcohol dehydrogenase, coniferyl alcohol(aq) + NADP(aq) = coniferyl aldehyde(aq) + NADPH(aq),Schmidt H.-L.; Krisam G.; Grenner G.; Biochim. Biophys. Acta; 429 283 (1976).,76SCH/KRI_228," 1.1.3.4 & 1.11.1.6                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, phosphate (0.066 mol dm-3), C,303.15,7,,,-207.1,,,,,
2440,2440, penicillin amidase, penicillin G(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + phenylacetic acid(aq),Sproull R.D.; Lim H.C.; Schneider D.R.; Biotechnol. Bioeng.; 18 633 (1976).,76SPR/LIM_1310," 5.3.1.5                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay and chemical analysis,, B,303.15,7,0.828,,,,,,,
2441,2441,nan,nan,,,,,,,318.15,7,0.957,,,,,,,
2442,2442,nan,nan,,,,,,,333.15,7,1.141,,,,,,,
2443,2443,nan,nan,,,,,,,343.15,7,1.283,,,,,,,
2444,2444,nan,nan,,,,,,,353.15,7,1.381,,,,,,,
2445,2445, hexokinase, ATP(aq) + D-glucose(aq) = ADP(aq) + D-glucose 6-phosphate(aq),Tribout M.; Paredes S.; Leonis J.; Biochem. J.; 153 89 (1976).,76TRI/PAR_856," 3.1.27.5                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, acetate, C,298.15,5,,,-33.9,,,,0.1,
2446,2446, cytochrome-c oxidase, 4 reduced cytochrome c(aq) + O2(aq) = 4 cytochrome c(aq) + 2 H2O(l),Weischet W.O.; Kirschner K.; Eur. J. Biochem.; 65 365 (1976).,76WEI/KIR_1179," 4.2.1.20                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, Tris (0.05 mol dm-3), C,298.15,7.8,~2300,,,,,,,
2447,2447, alkaline phosphatase, phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),Annesley T.M.; Walker J.B.; Biochem. Biophys. Res. Commun.; 74 185 (1977).,77ANN/WAL_608," 2.7.3.2                                                    (ENZYME |                                                 KEGG)                                                ", spectrophotometry, (triethanolamine + HCl) and sodium glycine, B,310.15,7,25,,,,,,,
2448,2448,nan,nan,,,,,sodium gylcine,,310.15,9,26,,,,,,,
2449,2449, phosphoglycerate mutase, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Antonov V.K.; Ginodman L.M.; Gurova A.G.; Mol. Biol. (Moscow); 11 1160 (1977).,77ANT/GIN_962," 3.4.21.1                                                    (ENZYME |                                                 KEGG)                                                ", chemical assay, acetate (0.1 mol dm-3), C,293.15,5.5,588,,,,,,,
2450,2450, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Antonov V.K.; Ginodman L.M.; Gurova A.G.; Mol. Biol. (Moscow); 11 1160 (1977).,77ANT/GIN_964," 3.4.21.1                                                    (ENZYME |                                                 KEGG)                                                ", chemical assay, acetate (0.1 mol dm-3), C,293.15,5.5,2,,,,,,,
2451,2451,nan,nan,,,,,,,293.15,7.3,2.5,,,,,,,
2452,2452,nan,nan,,,,,,,293.15,8.2,5.9,,,,,,,
2453,2453, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Apps D.K.; Nairn A.C.; Biochem. J.; 167 87 (1977).,77APP/NAI_556," 2.7.1.23                                                    (ENZYME |                                                 KEGG)                                                ", enzymatic assay and chromatography, sodium cacodylate (0.1 mol dm-3), B,303.15,6.1,29.3,,,,,,,
2454,2454, alkaline phosphatase, D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq),Grime J.K.; Lockhart K.; Tan B.; Anal. Chim. Acta; 91 243 (1977).,77GRI/LOC_967," 3.4.21.1                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, Tris + HCl, B,298.15,7.8,,,-48.4,,,,,
2455,2455, fructose-biphosphatase," D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",Rehak N.N.; Janes G.; Young D.S.; Clin. Chem. (Winston-Salem N.C.); 23 195 (1977).,77REH/JAN_320," 1.7.3.3 & 1.11.1.6                                                    (ENZYME |                                                 KEGG)                                                ", calorimetry, Tris (0.02 mol dm-3) + HCl, B,303.15,9,,,-149.6,,,,,
