,index,Enzyme:,Reaction:,Reference:,Reference ID:,T(K),pH ,K<sub>c</sub>' ,δ<sub>r</sub>H'<sup>o</sup>(kJ.mol<sup>-1</sup>),Km',δ<sub>r</sub>H(kJ.mol<sup>-1</sup>),K<sub>c</sub> ,"m(KCl,mol.kg<sup>-3</sup>)",added solute ,δ<sub>r</sub>H<sup>o</sup>(kJ.mol<sup>-1</sup>),cosolvent ,δ<sub>r</sub>H?(kJ.mol<sup>-1</sup>),Km' ,media ,Method:,salt ,c(Mg)tot(mol dm<sup>-3</sup>),"c(Tris,mol dm<sup>-3</sup>)",p(MPa),"c(NaCl,mol dm<sup>-3</sup>)",I<sub>c</sub> ,"c(MgCl2,mol dm<sup>-3</sup>)",buffer and/or salt ,Buffer:,K ,"c(CaCl2,mol dm<sup>-3</sup>)",buffer(mol dm<sup>-3</sup>),solvent ,"c(MgSO4,mol dm<sup>-3</sup>)",I<sub>c</sub>(kJ.mol<sup>-1</sup>),δ<sub>r</sub>H(cal)/(n<sup>-1</sup>,kJ.mol<sup>-1</sup>),"c(Mg2+,mol dm<sup>-3</sup>)","c(salt,mol dm<sup>-3</sup>)",pMg ,"δ<sub>r</sub>H(cal)/,kJ.mol<sup>-1</sup>)",EC Value:,"δ<sub>r</sub>Hcal,kJ.mol<sup>-1</sup>)",K' ,"c(phosphate,mol dm<sup>-3</sup>)",percent(dimethyl sulfoxide) ,"c(total substrate,mol dm<sup>-3</sup>)",δ<sub>r</sub>H(cal) ,"m(MgCl2,mol.kg<sup>-1</sup>)",buffer ,"c(glycerol,mol dm<sup>-3</sup>)",K<sub>c</sub>'(mol dm<sup>-3</sup>),"c(MnCl2,mol dm<sup>-3</sup>)",I<sub>c</sub>(mol dm<sup>-3</sup>),I<sub>m</sub>(mol.kg<sup>-1</sup>),c(MgCl2) ,δ<sub>r</sub>H(cal)/kJ mol<sup>-1</sup>),"c(KCl,mol dm<sup>-3</sup>)",K'(kJ.mol<sup>-1</sup>),protein ,c(nucleotide)tot(mol dm<sup>-3</sup>)
8,76, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,293.15,7,0.00035, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.06, , , , , , , , , , , , , , , , , , , , , , 
9,77, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,293.15,7,0.00037, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.06, , , , , , , , , , , , , , , , , , , , , , 
10,78, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,293.15,7,0.00029, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.12, , , , , , , , , , , , , , , , , , , , , , 
11,79, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,293.15,7,0.00035, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.12, , , , , , , , , , , , , , , , , , , , , , 
12,80, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,293.15,7,0.00035, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.24, , , , , , , , , , , , , , , , , , , , , , 
13,81, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,293.15,7,0.00055, ,, , , , , , , , , , ,Na2SO4, , , , , , , , , , , , , , , , , ,0.2, , , , , , , , , , , , , , , , , , , , , , 
14,82, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,293.15,7,0.0011, ,, , , , , , , , , , ,NaCl, , , , , , , , , , , , , , , , , ,0.043, , , , , , , , , , , , , , , , , , , , , , 
15,83, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,293.15,7,0.00075, ,, , , , , , , , , , ,NaCl, , , , , , , , , , , , , , , , , ,0.21, , , , , , , , , , , , , , , , , , , , , , 
16,84, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,293.15,7,0.00047, ,, , , , , , , , , , ,NaCl, , , , , , , , , , , , , , , , , ,0.90, , , , , , , , , , , , , , , , , , , , , , 
17,85, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,293.15,7,0.0015, ,, , , , , , , , , , ,none, , , , , , , , , , , , , , , , , ,--, , , , , , , , , , , , , , , , , , , , , , 
18,86, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,313.15,7,0.0056, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.0012, , , , , , , , , , , , , , , , , , , , , , 
19,87, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,313.15,7,0.0025, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.006, , , , , , , , , , , , , , , , , , , , , , 
20,88, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,313.15,7,0.002, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.012, , , , , , , , , , , , , , , , , , , , , , 
21,89, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,313.15,7,0.0014, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.031, , , , , , , , , , , , , , , , , , , , , , 
22,90, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,313.15,7,0.0064, ,, , , , , , , , , , ,none, , , , , , , , , , , , , , , , , ,--, , , , , , , , , , , , , , , , , , , , , , 
23,91, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,333.15,7,0.015, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.0012, , , , , , , , , , , , , , , , , , , , , , 
24,92, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,333.15,7,0.0082, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.006, , , , , , , , , , , , , , , , , , , , , , 
25,93, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,333.15,7,0.0056, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.012, , , , , , , , , , , , , , , , , , , , , , 
26,94, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,333.15,7,0.0046, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.031, , , , , , , , , , , , , , , , , , , , , , 
27,95, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,333.15,7,0.0012, ,, , , , , , , , , , ,MgCl2, , , , , , , , , , , , , , , , , ,0.12, , , , , , , , , , , , , , , , , , , , , , 
28,96, triose-phosphate isomerase and fructose-bisphosphate aldolase," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)", , ,333.15,7,0.019, ,, , , , , , , , , , ,none, , , , , , , , , , , , , , , , , ,--, , , , , , , , , , , , , , , , , , , , , , 
0,97, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7,298.15,6.4, , ,, , , , , , , , , , spectrophotometry, , , , , , , , , phosphate, , , , , , , , , , , , ," 1.1.1.1                                                    (ENZYME |                                                 KEGG)                                                ", ,1.3e-05, , , , , , , , , , , , , , , , , 
1,98, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,7.0, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.3e-05, , , , , , , , , , , , , , , , , 
2,99, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,7.7, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00013, , , , , , , , , , , , , , , , , 
0,100, creatine kinase, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_589,293.15,7.7, , ,, , , , , , , , , , chemical analysis, , , , , , , , , carbonate + bicarbonate, , , , , , , , , , , , ," 2.7.3.2                                                    (ENZYME |                                                 KEGG)                                                ", ,0.13, , , , , , , , , , , , , , , , , 
1,101, creatine kinase, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq), , ,293.15,8.8, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.48, , , , , , , , , , , , , , , , , 
0,102, arginine kinase, ATP(aq) + L-arginine(aq) = ADP(aq) + NÏ‰-phospho-L-arginine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_614,293.15,7.7, , ,, , , , , , , , , , chemical analysis, , , , , , , , , carbonate + bicarbonate, , , , , , , , , , , , ," 2.7.3.3                                                    (ENZYME |                                                 KEGG)                                                ", ,0.323, , , , , , , , , , , , , , , , , 
0,103, fructose-biphosphate aldolase, methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099,273.15, ,0.0021, ,, , , , , , , , , , chemical analysis, , , , , , , , , phosphate, , , , , , , , , , , , ," 4.1.2.13                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,104, fructose-biphosphate aldolase, methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq), , ,293.15, ,0.0029, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,105, fructose-biphosphate aldolase, methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq), , ,313.15, ,0.0067, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,106, fructose-biphosphate aldolase, D-fructose 1-phosphate(aq) = D-glyceraldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Schulz W.; Biochem. Z. 289 87 (1936).,36MEY/SCH_1096,298.15, , , ,, , , , , , , , , , calorimetry, , , , , , , , , phosphate, , , , , , , , , , , , ," 4.1.2.13                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , ,-60.2, , , , 
0,107, _-glucosidase, 1-butyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_914,277.15, ,8.63, ,, , , , , , , , , , polarimetry, , , , , , , , , , , , , , , , , , , , , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,108, _-glucosidase, 1-butyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-butanol(aq) + D-glucose(aq), , ,303.15, ,9.48, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,109, _-glucosidase, 2-butyl Î²-D-glucopyranoside(aq) + H2O(l) = (1)-2-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_915,277.15, ,18.5, ,, , , , , , , , , , polarimetry, , , , , , , , , , , , , , , , , , , , , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,110, _-glucosidase, 2-butyl Î²-D-glucopyranoside(aq) + H2O(l) = (1)-2-butanol(aq) + D-glucose(aq), , ,303.15, ,21.1, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,111, _-glucosidase, ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_917,277.15, ,7.08, ,, , , , , , , , , , polarimetry, , , , , , , , , , , , , , , , , , , , , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,112, _-glucosidase, ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq), , ,303.15, ,7.88, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,113, _-glucosidase, methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_922,277.15, ,4.5, ,, , , , , , , , , , polarimetry, , , , , , , , , , , , , , , , , , , , , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,114, _-glucosidase, methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq), , ,303.15, ,4.73, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,115, _-glucosidase, 2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_923,277.15, ,11.2, ,, , , , , , , , , , polarimetry, , , , , , , , , , , , , , , , , , , , , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,116, _-glucosidase, 2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq), , ,303.15, ,11.9, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,117, _-glucosidase, 2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_924,277.15, ,45.0, ,, , , , , , , , , , polarimetry, , , , , , , , , , , , , , , , , , , , , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,118, _-glucosidase, 2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq), , ,303.15, ,57.0, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,119, _-glucosidase, 1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_925,277.15, ,8.92, ,, , , , , , , , , , polarimetry, , , , , , , , , , , , , , , , , , , , , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,120, _-glucosidase, 1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq), , ,303.15, ,9.98, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,121, _-glucosidase, 2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_926,277.15, ,19.0, ,, , , , , , , , , , polarimetry, , , , , , , , , , , , , , , , , , , , , ," 3.2.1.21                                                    (ENZYME |                                                 KEGG)                                                ", , , , , , , , , , , , , , , , , , , 
1,122, _-glucosidase, 2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq), , ,303.15, ,22.7, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,123, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,6.05, , ,, , , , , , , , , , spectrophotometry, , , , , , , , , , , , , , , , , , , , , ," 1.1.1.1                                                    (ENZYME |                                                 KEGG)                                                ", ,6e-06, , , , , , , , , , , , , , , , , 
1,124, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,7.25, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.7e-05, , , , , , , , , , , , , , , , , 
2,125, alcohol dehydrogenase, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq), , ,298.15,8.0, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.2e-05, , , , , , , , , , , , , , , , , 
0,139, glycerol-3-phosphate dehydrogenase (NAD+), sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,6.9, , ,, , , , , , , , , , spectrophotometry, , , , , , , , , phosphate, , , , , , , , , , , , ," 1.1.1.8                                                    (ENZYME |                                                 KEGG)                                                ", ,1.6e-05, , , , , , , , , , , , , , , , , 
1,140, glycerol-3-phosphate dehydrogenase (NAD+), sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq), , ,298.15,7.6, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0003, , , , , , , , , , , , , , , , , 
2,141, glycerol-3-phosphate dehydrogenase (NAD+), sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq), , ,298.15,8.1, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00059, , , , , , , , , , , , , , , , , 
0,142, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.4, , ,, , , , , , , , , , spectrophotometry, , , , , , , , , phosphate, , , , , , , , , , , , ," 1.1.1.27                                                    (ENZYME |                                                 KEGG)                                                ", ,7.1e-06, , , , , , , , , , , , , , , , , 
1,143, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,7.4, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.6e-06, , , , , , , , , , , , , , , , , 
2,144, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,7.9, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.1e-05, , , , , , , , , , , , , , , , , 
3,145, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.1, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5e-05, , , , , , , , , , , , , , , , , 
4,146, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.2, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0002, , , , , , , , , , , , , , , , , 
5,147, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.3, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00029, , , , , , , , , , , , , , , , , 
6,148, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.35, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00029, , , , , , , , , , , , , , , , , 
7,149, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.7, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00015, , , , , , , , , , , , , , , , , 
8,150, L-lactate dehydrogenase, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq), , ,298.15,8.9, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00033, , , , , , , , , , , , , , , , , 
0,126, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.46, , ,, , , , , , , , , , spectrophotometry, , , , , , , , , phosphate, , , , , , , , , , , , ," 1.1.1.37                                                    (ENZYME |                                                 KEGG)                                                ", ,2.3e-05, , , , , , , , , , , , , , , , , 
1,127, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.54, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.5e-05, , , , , , , , , , , , , , , , , 
2,128, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.71, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5e-05, , , , , , , , , , , , , , , , , 
3,129, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.85, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.00011, , , , , , , , , , , , , , , , , 
4,130, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,8.33, , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0002, , , , , , , , , , , , , , , , , 
