,freiburger_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
429,429,,1755,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,294.1,7.3,4.82,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
430,430,,1766,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,294.1,7.3,4.88,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
431,431,,1750,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,295.2,4.91,6.34,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
432,432,,1724,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,4.06,9.49,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.05,,
433,433,,1725,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,5,5.66,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.05,,
434,434,,1726,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,5.05,4.66,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.05,,
435,435,,1753,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,6,4.55,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.05,,
436,436,,1765,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,6.01,4.42,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.05,,
437,437,,1727,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,6.06,4.47,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.05,,
438,438,,1751,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,7.3,4.28,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.0011,,
439,439,,1722,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,7.3,4.37,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.01,,
440,440,,1767,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,7.3,4.44,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.049,,
441,441,,1723,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,7.3,4.59,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
442,442,,1757,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,7.3,4.87,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.25,,
443,443,,1758,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,7.99,4.31,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.05,,
444,444,,1728,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,8,4.35,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.05,,
445,445,,1729,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,298.15,9.01,4.43,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.05,,
446,446,,1737,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,303.6,7.3,4.69,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
447,447,,1762,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,303.6,7.3,4.85,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
448,448,,1735,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,304.1,7.3,4.68,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
449,449,,1736,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,304.1,7.3,4.74,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
450,450,,1734,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,307.3,7.3,3.97,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
451,451,,1763,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,307.5,4.91,5.94,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
452,452,,1733,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,307.5,7.3,3.93,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
453,453,,1732,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,307.5,7.3,4,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
454,454,,1759,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,307.6,7.3,3.97,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
455,455,,1731,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,307.7,7.3,4.01,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
456,456,,1754,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,308.3,7.3,3.72,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
457,457,,1770,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,308.3,7.3,3.81,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
458,458,,1730,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,313,7.3,3.11,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
459,459,,1752,fumarate hydratase,kegg:C00122 + kegg:C00001 = kegg:C00149,,fumarate(aq) + H2O(l) = (S)-malate(aq),Bock R.M.; Alberty R.A.; J. Am. Chem. Soc.; 75 1921 (1953).,53BOC/ALB_1146,313,7.3,3.13,,spectrophotometry,phosphate and acetate  +  phosphate (0.05 mol dm-3),,4.2.1.2,,,0.1,,
460,460,,136,glucose-6-phosphate isomerase,kegg:C00092 = kegg:C00085,,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),Bodansky O.; J. Biol. Chem.; 202 829 (1953).,53BOD_1351,310.15,7.4,0.67,,spectrophotometry,sodium acetate + diethyl barbiturate,,5.3.1.9,,, ,,
461,461,,2580,glucose dehydrogenase,kegg:C00031 + kegg:C00003 = kegg:C00198 + kegg:C00004,,"Î²-D-glucose(aq) + NAD(aq) = D-glucono-1,5-lactone(aq) + NADH(aq)",Brink N.G.; Acta Chem. Scand.; 7 1081 (1953).,53BRI_159,294.15,7,3.1,,spectrophotometry,phosphate (0.13 mol dm-3),,1.1.1.47,,, ,,
462,462,,2133,phosphoglucomutase,kegg:C00352 = kegg:C06156,,D-glucosamine 6-phosphate(aq) = D-glucosamine 1-phosphate(aq),Brown D.H.; J. Biol. Chem.; 204 877 (1953).,53BRO_1399,303.15,7.11,0.28,,enzymatic assay,,,5.4.2.2,,, ,,
463,463,,2132,phosphoglucomutase,kegg:C00352 = kegg:C06156,,D-glucosamine 6-phosphate(aq) = D-glucosamine 1-phosphate(aq),Brown D.H.; J. Biol. Chem.; 204 877 (1953).,53BRO_1399,303.15,7.53,0.24,,enzymatic assay,,,5.4.2.2,,, ,,
464,464,,2131,phosphoglucomutase,kegg:C00352 = kegg:C06156,,D-glucosamine 6-phosphate(aq) = D-glucosamine 1-phosphate(aq),Brown D.H.; J. Biol. Chem.; 204 877 (1953).,53BRO_1399,303.15,7.8,0.28,,enzymatic assay,,,5.4.2.2,,, ,,
465,465,,2569,acetaldehyde dehydrogenase (acetylating),kegg:C00084 + kegg:C00010 + kegg:C00003 = kegg:C00024 + kegg:C00004,,acetaldehyde(aq) + CoA(aq) + NAD(aq) = acetyl-CoA(aq) + NADH(aq),Burton R.M.; Stadtman E.R.; J. Biol. Chem.; 202 873 (1953).,53BUR/STA_240,298.15,7.3,2000,,spectrophotometry,imidazole (0.033 mol dm-3)+ HCl,,1.2.1.10,,, ,,
466,466,,2571,acetaldehyde dehydrogenase (acetylating),kegg:C00084 + kegg:C00010 + kegg:C00003 = kegg:C00024 + kegg:C00004,,acetaldehyde(aq) + CoA(aq) + NAD(aq) = acetyl-CoA(aq) + NADH(aq),Burton R.M.; Stadtman E.R.; J. Biol. Chem.; 202 873 (1953).,53BUR/STA_240,298.15,7.8,8200,,spectrophotometry,imidazole (0.033 mol dm-3)+ HCl,,1.2.1.10,,, ,,
467,467,,2570,acetaldehyde dehydrogenase (acetylating),kegg:C00084 + kegg:C00010 + kegg:C00003 = kegg:C00024 + kegg:C00004,,acetaldehyde(aq) + CoA(aq) + NAD(aq) = acetyl-CoA(aq) + NADH(aq),Burton R.M.; Stadtman E.R.; J. Biol. Chem.; 202 873 (1953).,53BUR/STA_240,298.15,7.89,7200,,spectrophotometry,imidazole (0.033 mol dm-3)+ HCl,,1.2.1.10,,, ,,
468,468,,1474,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,7.55,2.75E-05,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
469,469,,1473,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.08,8.18E-05,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
470,470,,1472,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.19,0.000106,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
471,471,,1464,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.63,0.00036,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
472,472,,1471,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.75,0.000446,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
473,473,,1470,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.78,0.000435,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
474,474,,1469,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.81,0.000466,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
475,475,,1476,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.83,0.000504,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
476,476,,1475,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.83,0.000531,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
477,477,,1465,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.85,0.000637,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
478,478,,1468,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.86,0.000523,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
479,479,,1466,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.87,0.000517,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
480,480,,1463,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.87,0.00053,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
481,481,,1467,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.89,0.000523,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
482,482,,1477,malate dehydrogenase,kegg:C00149 + kegg:C00003 = kegg:C00036 + kegg:C00004,,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_129,298.15,8.95,0.000692,,spectrophotometry,glycine (0.0027 mol dm-3),,1.1.1.37,,, ,,
483,483,,4369,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.03,0.0758,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
484,484,,4370,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.18,0.109,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
485,485,,4356,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.28,0.134,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
486,486,,4355,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.28,0.136,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
487,487,,,alcohol dehydrogenase,,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.28,0.136,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,,,,
488,488,,4357,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.3,0.129,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
489,489,,4361,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.51,0.223,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
490,490,,4346,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.51,0.238,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
491,491,,4352,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.52,0.225,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
492,492,,4353,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.52,0.23,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
493,493,,4347,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.52,0.263,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
494,494,,4348,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.52,0.282,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
495,495,,4362,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.56,0.268,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
496,496,,4368,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.63,0.251,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
497,497,,4351,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.63,0.27,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
498,498,,4350,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.64,0.291,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
499,499,,4365,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.64,0.308,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
500,500,,4349,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.68,0.328,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
501,501,,4371,alcohol dehydrogenase,kegg:C01845 + kegg:C00003 = kegg:C00207 + kegg:C00004,,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),Burton K.; Wilson T.H.; Biochem. J.; 54 86 (1953).,53BUR/WIL_30,298.15,7.68,0.33,,spectrophotometry,pyrophosphate (0.0055 mol dm-3),,1.1.1.1,,, ,,
