,Unnamed: 0,index,Enzyme:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km',Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
1998,0,1998, cyclomaltodextrin glucanotransferase and a-amylase, cyclomaltoheptaose(aq) + 7 H2O(l) = 7 D-glucose(aq),Takahashi K.; Ono S.; J. Biochem. (Tokyo); 72 679 (1972).,72TAK/ONO_439,298.15,5.0, ,nan, , calorimetry, acetate (0.02 mol dm-3), ," 2.4.1.19 & 3.2.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-48.7
1999,0,1999, cyclomaltodextrin glucanotransferase and a-amylase, cyclomaltohexaose(aq) + 6 H2O(l) = 6 D-glucose(aq),Takahashi K.; Ono S.; J. Biochem. (Tokyo); 72 679 (1972).,72TAK/ONO_440,298.15,5.0, ,nan, , calorimetry, acetate (0.02 mol dm-3), ," 2.4.1.19 & 3.2.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-53.5
2000,0,2000, cyclomaltodextrin glucanotransferase and a-amylase, cyclomaltooctaose(aq) + 8 H2O(l) = 8 D-glucose(aq),Takahashi K.; Ono S.; J. Biochem. (Tokyo); 72 679 (1972).,72TAK/ONO_441,298.15,5.0, ,nan, , calorimetry, acetate (0.02 mol dm-3), ," 2.4.1.19 & 3.2.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-53.0
2001,0,2001, cyclomaltodextrin glucanotransferase and a-amylase, cyclomaltoheptaose(aq) + 7 H2O(l) = 7 D-glucose(aq),Takahashi K.; Ono S.; J. Biochem. (Tokyo); 72 679 (1972).,72TAK/ONO_870,298.15,5.0, ,nan, , calorimetry, acetate (0.02 mol dm-3), ," 2.4.1.19 & 3.2.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-48.7
2002,0,2002, cyclomaltodextrin glucanotransferase and a-amylase, cyclomaltohexaose(aq) + 6 H2O(l) = 6 D-glucose(aq),Takahashi K.; Ono S.; J. Biochem. (Tokyo); 72 679 (1972).,72TAK/ONO_871,298.15,5.0, ,nan, , calorimetry, acetate (0.02 mol dm-3), ," 2.4.1.19 & 3.2.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-53.5
2003,0,2003, cyclomaltodextrin glucanotransferase and a-amylase, cyclomaltooctaose(aq) + 8 H2O(l) = 8 D-glucose(aq),Takahashi K.; Ono S.; J. Biochem. (Tokyo); 72 679 (1972).,72TAK/ONO_872,298.15,5.0, ,nan, , calorimetry, acetate (0.02 mol dm-3), ," 2.4.1.19 & 3.2.1.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-53.0
2004,0,2004, alkaline phosphatase, phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq),Woledge R.C.; Cold Spring Harbor Symp. Quant. Biol.; 37 629 (1972).,72WOL_800,298.15,6.1, ,nan, , calorimetry, histidine + ammonia, ," 3.1.3.1                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-20.0
2005,1,2005, alkaline phosphatase, phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq), , ,298.15,7.1, ,nan, , , , , , , , , ,-28.0
2006,2,2006, alkaline phosphatase, phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq), , ,298.15,7.78, ,nan, , , , , , , , , ,-34.0
2007,3,2007, alkaline phosphatase, phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq), , ,298.15,8.33, ,nan, , , , , , , , , ,-37.5
2008,4,2008, alkaline phosphatase, phosphocreatine(aq) + H2O(l) = creatine(aq) + orthophosphate(aq), , ,298.15,8.73, ,nan, , , , , , , , , ,-40.0
2009,0,2009, glucose-6-phosphate 1-epimerase, Î±-D-glucose 6-phosphate(aq) = Î²-D-glucose 6-phosphate(aq),Wurster B.; Hess B.; FEBS Lett.; 23 341 (1972).,72WUR/HES_1276,298.15,7.6,1.7,nan, , enzymatic assay and spectrophotometry, imidazole (0.050 mol dm-3) + HCl, ," 5.1.3.15                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2010,0,2010, urease, urea(aq) + 2 H2O(l) = 2 ammonia(aq) + carbon dioxide(aq),"Beezer A.E.; Steenson T.I.; Tyrrell H.J.V.; in ""Protides of the Biological Fluids""; H. Peeters ed.; Pergamon Press (1973) pp. 563-566.",73BEE/STE_998,298.15,6.95, ,nan, , calorimetry, Na2HPO4(0.5 mol dm-3) + NaH2PO4(0.25 mol dm-3), ," 3.5.1.5                                                    (ENZYME |                                                 KEGG)                                                ", , , , ,-33.1
2011,0,2011, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),De Weer P.; Lowe A.G.; J. Biol. Chem.; 248 2829 (1973).,73DEW/LOW_646,288.15,7.25,0.317,nan, , spectrophotometry, triethanolamine,1.65 = -log[Mg+2]," 2.7.4.3                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2012,1,2012, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.321,nan, , , ,1.7 = -log[Mg+2], , , , , , 
2013,2,2013, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.352,nan, , , ,1.85 = -log[Mg+2], , , , , , 
2014,3,2014, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.38,nan, , , ,1.9 = -log[Mg+2], , , , , , 
2015,4,2015, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.588,nan, , , ,2.15 = -log[Mg+2], , , , , , 
2016,5,2016, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.549,nan, , , ,2.2 = -log[Mg+2], , , , , , 
2017,6,2017, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.383,nan, , , ,2.25 = -log[Mg+2], , , , , , 
2018,7,2018, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.617,nan, , , ,2.3 = -log[Mg+2], , , , , , 
2019,8,2019, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.971,nan, , , ,2.67 = -log[Mg+2], , , , , , 
2020,9,2020, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.935,nan, , , ,2.68 = -log[Mg+2], , , , , , 
2021,10,2021, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.877,nan, , , ,2.8 = -log[Mg+2], , , , , , 
2022,11,2022, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,1.24,nan, , , ,2.8 = -log[Mg+2], , , , , , 
2023,12,2023, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,1.27,nan, , , ,2.93 = -log[Mg+2], , , , , , 
2024,13,2024, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,1.41,nan, , , ,3.12 = -log[Mg+2], , , , , , 
2025,14,2025, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,1.37,nan, , , ,3.3 = -log[Mg+2], , , , , , 
2026,15,2026, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,1.23,nan, , , ,3.5 = -log[Mg+2], , , , , , 
2027,16,2027, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,1.45,nan, , , ,3.5 = -log[Mg+2], , , , , , 
2028,17,2028, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,1.14,nan, , , ,3.78 = -log[Mg+2], , , , , , 
2029,18,2029, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.794,nan, , , ,4.0 = -log[Mg+2], , , , , , 
2030,19,2030, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.82,nan, , , ,4.1 = -log[Mg+2], , , , , , 
2031,20,2031, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.794,nan, , , ,4.15 = -log[Mg+2], , , , , , 
2032,21,2032, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.694,nan, , , ,4.35 = -log[Mg+2], , , , , , 
2033,22,2033, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.562,nan, , , ,4.8 = -log[Mg+2], , , , , , 
2034,23,2034, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.521,nan, , , ,4.9 = -log[Mg+2], , , , , , 
2035,24,2035, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.472,nan, , , ,5.0 = -log[Mg+2], , , , , , 
2036,25,2036, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.341,nan, , , ,5.15 = -log[Mg+2], , , , , , 
2037,26,2037, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.461,nan, , , ,5.28 = -log[Mg+2], , , , , , 
2038,27,2038, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.518,nan, , , ,5.3 = -log[Mg+2], , , , , , 
2039,28,2039, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.488,nan, , , ,5.4 = -log[Mg+2], , , , , , 
2040,29,2040, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.478,nan, , , ,5.45 = -log[Mg+2], , , , , , 
2041,30,2041, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.461,nan, , , ,6.25 = -log[Mg+2], , , , , , 
2042,31,2042, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.461,nan, , , ,6.35 = -log[Mg+2], , , , , , 
2043,32,2043, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.444,nan, , , ,6.4 = -log[Mg+2], , , , , , 
2044,33,2044, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.444,nan, , , ,6.45 = -log[Mg+2], , , , , , 
2045,34,2045, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.483,nan, , , ,6.6 = -log[Mg+2], , , , , , 
2046,35,2046, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.518,nan, , , ,6.7 = -log[Mg+2], , , , , , 
2047,36,2047, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.469,nan, , , ,6.75 = -log[Mg+2], , , , , , 
2048,37,2048, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.444,nan, , , ,6.8 = -log[Mg+2], , , , , , 
2049,38,2049, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.422,nan, , , ,7.25 = -log[Mg+2], , , , , , 
2050,39,2050, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq), , ,288.15,7.25,0.452,nan, , , ,7.4 = -log[Mg+2], , , , , , 
2051,0,2051, citrate (pro-3S)-lyase, citrate(aq) = acetate(aq) + oxaloacetate(aq),Guynn R.W.; Gelberg H.J.; Veech R.L.; J. Biol. Chem.; 248 6957 (1973).,73GUY/GEL_1127,311.15,7.0,0.877,nan, , spectrophotometry, potassium phosphate (0.025 mol dm-3), ," 4.1.3.6                                                    (ENZYME |                                                 KEGG)                                                ", ,0.000116 MgSO4 & 0.000116 MgSO4,0.25, , 
2052,1,2052, citrate (pro-3S)-lyase, citrate(aq) = acetate(aq) + oxaloacetate(aq), , ,311.15,7.0,0.909,nan, , , , , , ,0.00102 MgSO4 & 0.00102 MgSO4,0.25, , 
2053,2,2053, citrate (pro-3S)-lyase, citrate(aq) = acetate(aq) + oxaloacetate(aq), , ,311.15,7.0,0.592,nan, , , , , , ,0.00201 MgSO4 & 0.00201 MgSO4,0.25, , 
2054,3,2054, citrate (pro-3S)-lyase, citrate(aq) = acetate(aq) + oxaloacetate(aq), , ,311.15,7.0,0.314,nan, , , , , , ,0.00508 MgSO4 & 0.00508 MgSO4,0.25, , 
2055,4,2055, citrate (pro-3S)-lyase, citrate(aq) = acetate(aq) + oxaloacetate(aq), , ,311.15,7.0,0.168,nan, , , , , , ,0.01 MgSO4 & 0.01 MgSO4,0.25, , 
2056,0,2056, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq),Guynn R.W.; Gelberg H.J.; Veech R.L.; J. Biol. Chem.; 248 6957 (1973).,73GUY/GEL_1128,311.15,6.36,992000.0,nan, , spectrophotometry, potassium phosphate (0.025 mol dm-3), ," 4.1.3.7                                                    (ENZYME |                                                 KEGG)                                                ", ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2057,1,2057, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,6.39,290000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2058,2,2058, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,6.42,418000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2059,3,2059, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,6.52,409000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2060,4,2060, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,6.75,697000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2061,5,2061, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,6.79,595000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2062,6,2062, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,6.81,1310000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2063,7,2063, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,6.82,773000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2064,8,2064, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,6.82,1340000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2065,9,2065, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,6.91,733000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2066,10,2066, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,6.94,6750000.0,nan, , , , , , ,0.03 MgSO4 & 0.03 MgSO4,0.25, , 
2067,11,2067, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.0,5400000.0,nan, , , , , , ,0.02 MgSO4 & 0.02 MgSO4,0.25, , 
2068,12,2068, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.05,1140000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2069,13,2069, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.06,3110000.0,nan, , , , , , ,0.01 MgSO4 & 0.01 MgSO4,0.25, , 
2070,14,2070, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.08,1530000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2071,15,2071, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.09,1290000.0,nan, , , , , , ,0.001 MgSO4 & 0.001 MgSO4,0.25, , 
2072,16,2072, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.1,1030000.0,nan, , , , , , ,1e-05 MgSO4 & 1e-05 MgSO4,0.25, , 
2073,17,2073, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.1,1090000.0,nan, , , , , , ,0.0001 MgSO4 & 0.0001 MgSO4,0.25, , 
2074,18,2074, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.11,2260000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2075,19,2075, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.2,1230000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2076,20,2076, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.22,1800000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2077,21,2077, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.28,1730000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2078,22,2078, citrate (si)-synthase, oxaloacetate(aq) + acetyl-CoA(aq) + H2O(l) = citrate(aq) + CoA(aq), , ,311.15,7.35,2420000.0,nan, , , , , , ,0.00277 MgSO4 & 0.00277 MgSO4,0.25, , 
2079,0,2079, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),Guynn R.W.; Gelberg H.J.; Veech R.L.; J. Biol. Chem.; 248 6957 (1973).,73GUY/GEL_137,298.15,7.06,1.13e-05,nan, , spectrophotometry, potassium phosphate (0.050 mol dm-3), ," 1.1.1.37                                                    (ENZYME |                                                 KEGG)                                                ", ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2080,1,2080, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.06,1.2e-05,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2081,2,2081, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.08,1.04e-05,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2082,3,2082, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.08,1.08e-05,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2083,4,2083, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.08,1.27e-05,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2084,5,2084, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,298.15,7.11,1.23e-05,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2085,6,2085, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.05,3.45e-05,nan, , , , , , ,0.00111 Mg2+ & 0.00111 Mg2+,0.25, , 
2086,7,2086, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.06,3.39e-05,nan, , , , , , ,0.00111 Mg2+ & 0.00111 Mg2+,0.25, , 
2087,8,2087, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.07,3.41e-05,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2088,9,2088, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.07,3.19e-05,nan, , , , , , ,0.00111 Mg2+ & 0.00111 Mg2+,0.25, , 
2089,10,2089, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.08,3.59e-05,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2090,11,2090, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.09,3.29e-05,nan, , , , , , ,0.00111 Mg2+ & 0.00111 Mg2+,0.25, , 
2091,12,2091, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.09,3.76e-05,nan, , , , , , ,0.00111 Mg2+ & 0.00111 Mg2+,0.25, , 
2092,13,2092, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.11,8.98e-06,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2093,14,2093, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.11,3.94e-05,nan, , , , , , ,0.00111 Mg2+ & 0.00111 Mg2+,0.25, , 
2094,15,2094, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.13,1.78e-05,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2095,16,2095, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.14,3.96e-05,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2096,17,2096, malate dehydrogenase, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq), , ,311.15,7.17,1.79e-05,nan, , , , , , ,0.0 Mg2+ & 0.0 Mg2+,0.25, , 
2097,0,2097, phosphate acetyltransferase and acetate kinase, CoA(aq) + acetate(aq) + ATP(aq) = acetyl-CoA(aq) + ADP(aq) + orthophospate(aq),Guynn R.W.; Veech R.L.; J. Biol. Chem.; 248 6966 (1973).,73GUY/VEE_403,311.15,7.01,0.989,nan, , spectrophotometry and enzymatic assay, , ," 2.3.1.8 & 2.7.2.1                                                    (ENZYME |                                                 KEGG)                                                ", ,2.5e-06 Mg2+ & 2.5e-06 Mg2+,0.25, , 
2098,1,2098, phosphate acetyltransferase and acetate kinase, CoA(aq) + acetate(aq) + ATP(aq) = acetyl-CoA(aq) + ADP(aq) + orthophospate(aq), , ,311.15,7.01,0.164,nan, , , , , , ,0.0027 Mg2+ & 0.0027 Mg2+,0.25, , 
2099,2,2099, phosphate acetyltransferase and acetate kinase, CoA(aq) + acetate(aq) + ATP(aq) = acetyl-CoA(aq) + ADP(aq) + orthophospate(aq), , ,311.15,7.01,0.395,nan, , , , , , ,0.00029 Mg2+ & 0.00029 Mg2+,0.25, , 
2100,3,2100, phosphate acetyltransferase and acetate kinase, CoA(aq) + acetate(aq) + ATP(aq) = acetyl-CoA(aq) + ADP(aq) + orthophospate(aq), , ,311.15,7.01,0.171,nan, , , , , , ,0.0041 Mg2+ & 0.0041 Mg2+,0.25, , 
2101,4,2101, phosphate acetyltransferase and acetate kinase, CoA(aq) + acetate(aq) + ATP(aq) = acetyl-CoA(aq) + ADP(aq) + orthophospate(aq), , ,311.15,7.01,0.695,nan, , , , , , ,4.8e-05 Mg2+ & 4.8e-05 Mg2+,0.25, , 
2102,5,2102, phosphate acetyltransferase and acetate kinase, CoA(aq) + acetate(aq) + ATP(aq) = acetyl-CoA(aq) + ADP(aq) + orthophospate(aq), , ,311.15,7.01,0.252,nan, , , , , , ,0.00069 Mg2+ & 0.00069 Mg2+,0.25, , 
2103,0,2103, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",Hanson R.L.; Rudolph F.B.; Lardy H.A.; J. Biol. Chem.; 248 7852 (1973).,73HAN/RUD_553,303.15,8.0,2290.0,nan, , enzymatic assay; spectrophotometry, Tris (0.033 mol dm-3) + HCl, ," 2.7.1.11                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2104,0,2104, xylose isomerase, D-glucose(aq) = D-fructose(aq),"Havewala N.B.; Pitcher W.H.; in ""Enzyme Engineering"" Vol. 4; E.K. Pye and L.B. Wingard eds.; Plenum Press New York (1973) pp. 315-328.",73HAV/PIT_1304,333.15,6.85,1.02,nan, , polarimetry, sodium maleate (0.2 mol dm-3), ," 5.3.1.5                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2105,1,2105, xylose isomerase, D-glucose(aq) = D-fructose(aq), , ,343.15,6.85,1.06,nan, , , , , , , , , , 
2106,2,2106, xylose isomerase, D-glucose(aq) = D-fructose(aq), , ,352.65,6.85,1.1,nan, , , , , , , , , , 
2107,0,2107, malyl-CoA lyase," (R,S)-malyl-CoA(aq) = acetyl-CoA(aq) + glyoxylate(aq)",Hersh L.B.; J. Biol. Chem.; 248 7295 (1973).,73HER_1136,303.15,7.4,0.0029,nan, , , Tris (0.05 mol dm-3) + HCl, ," 4.1.3.24                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2108,0,2108, xylose isomerase, D-glucose(aq) = D-fructose(aq),"Lantero O.J. Jr.; in ""Enzyme Engineering"" Vol. 4; E.K. Pye and L.B. Wingard eds.; Plenum Press New York (1973) pp. 349-351.",73LAN_1305,323.15,7.8,1.0,nan, , , , ," 5.3.1.5                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2109,1,2109, xylose isomerase, D-glucose(aq) = D-fructose(aq), , ,333.15,7.8,1.08,nan, , , , , , , , , , 
2110,2,2110, xylose isomerase, D-glucose(aq) = D-fructose(aq), , ,338.15,7.8,1.14,nan, , , , , , , , , , 
2111,3,2111, xylose isomerase, D-glucose(aq) = D-fructose(aq), , ,343.15,7.8,1.21,nan, , , , , , , , , , 
2112,0,2112, histidine ammonia-lyase, L-histidine(aq) = urocanate(aq) + ammonia(aq),McClard R.W.; Kolenbrander H.M.; Can. J. Biochem.; 51 556 (1973).,73MCC/KOL_1216,303.2,7.2,0.016,nan, , spectrophotometry and thin layer chromatography, phosphate (0.040 mol dm-3), ," 4.3.1.3                                                    (ENZYME |                                                 KEGG)                                                ", , , , , 
2113,1,2113, histidine ammonia-lyase, L-histidine(aq) = urocanate(aq) + ammonia(aq), , ,305.3,7.2,0.025,nan, , , , , , , , , , 
