,freiburger_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
742,742,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_806,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry3134,dephospho-CoA kinase,kegg:C00002 + kegg:C00882 = kegg:C00008 + kegg:C00010,nan,ATP(aq) + 3'-dephospho-CoA(aq) = ADP(aq) + CoA(aq),Feuer G.; Wollemann M.; Acta Physiol. Acad. Sci. Hung.; 10 1 (1956).,56FEU/WOL_557,310.15,7.3,1.6,nan,chromatography,borate,nan,2.7.1.24,nan,nan,nan,nan,nan
743,743,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.4,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,2.001,2.001,-26.7
744,744,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.45,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.01256,0.01256,-25.9
745,745,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.49,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,2.001,2.001,-26.9
746,746,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.5,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.165,0.165,-27.2
747,747,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.5,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.00057,0.00057,-24.8
748,748,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.55,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,2.001,2.001,-26.5
749,749,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.6,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.00065,0.00065,-25.1
750,750,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.62,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.00247,0.00247,-26.7
751,751,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.67,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,2.001,2.001,-26.2
752,752,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.67,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,2.001,2.001,-27.4
753,753,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.78,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.00271,0.00271,-25.5
754,754,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.81,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.0106,0.0106,-26.7
755,755,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.82,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.0106,0.0106,-27.2
756,756,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.82,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.00081,0.00081,-26
757,757,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,6.96,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,2.001,2.001,-28.7
758,758,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.01,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.00282,0.00282,-28.1
759,759,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.13,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.00401,0.00401,-24.1
760,760,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.15,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.01041,0.01041,-26.7
761,761,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.15,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.0406,0.0406,-27.4
762,762,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.16,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.01081,0.01081,-28.2
763,763,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.24,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.256,0.256,-25.5
764,764,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.3,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.55,0.55,-29.6
765,765,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.3,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,1.44,1.44,-24.5
766,766,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.3,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.0506,0.0506,-28.7
767,767,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.31,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,1.6,1.6,-22.6
768,768,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.33,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,1.295,1.295,-24.7
769,769,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.34,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.655,0.655,-27.6
770,770,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.35,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,1.76,1.76,-23.6
771,771,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.38,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.4,0.4,-26.6
772,772,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.39,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.96,0.96,-23.3
773,773,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.4,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.4,0.4,-27.8
774,774,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.4,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.4,0.4,-28.3
775,775,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.41,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.138,0.138,-27.9
776,776,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.42,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.8,0.8,-25.3
777,777,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.42,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.96,0.96,-27.8
778,778,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.43,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.2,0.2,-27.1
779,779,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.43,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.4,0.4,-26.7
780,780,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.43,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.0643,0.0643,-28.2
781,781,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_nan,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entrynan,trypsin,nan,nan,NÎ±-benzoyl-L-argininamide(aq) + H2O(l) = NÎ±-benzoyl-L-arginine(aq) + ammonia(aq),Forrest W.W.; Gutfreund H.; Sturtevant J.M.; J. Am. Chem. Soc.; 78 1349 (1956).,56FOR/GUT_977,298.15,7.44,nan,nan,calorimetry,phosphate Tris and NH4Cl  +  NaCl + Tris,nan,3.4.21.4,nan,nan,0.8,0.8,-26.9
782,782,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_807,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry893,arabinose isomerase,kegg:C01019 = kegg:C01721,nan,L-fucose(aq) = L-fuculose(aq),Green M.; Cohen S.S.; J. Biol. Chem.; 219 557 (1956).,56GRE/COH_1296,310.15,8,0.12,nan,chemical analysis,phosphate (0.050 mol dm-3),nan,5.3.1.3,nan,nan,nan,nan,nan
783,783,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_808,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry921,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,nan,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),Hakala M.T.; Glaid A.J.; Schwert G.W.; J. Biol. Chem.; 221 191 (1956).,56HAK/GLA_100,289.15,6.8,9.78E-06,nan,spectrophotometry,sodium phosphate (0.05 mol dm-3),nan,1.1.1.27,nan,nan,nan,nan,nan
784,784,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_809,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry923,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,nan,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),Hakala M.T.; Glaid A.J.; Schwert G.W.; J. Biol. Chem.; 221 191 (1956).,56HAK/GLA_100,298.15,6.8,1.74E-05,nan,spectrophotometry,sodium phosphate (0.05 mol dm-3),nan,1.1.1.27,nan,nan,nan,nan,nan
785,785,https://w3id.org/related-to/doi.org/10.5281/zenodo.5494490/files/TableS1_Keq.csv#Keq_810,https://w3id.org/related-to/doi.org/10.5281/zenodo.3978439/files/TECRDB.csv#entry922,L-lactate dehydrogenase,kegg:C00186 + kegg:C00003 = kegg:C00022 + kegg:C00004,nan,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),Hakala M.T.; Glaid A.J.; Schwert G.W.; J. Biol. Chem.; 221 191 (1956).,56HAK/GLA_100,308.15,6.8,3.24E-05,nan,spectrophotometry,sodium phosphate (0.05 mol dm-3),nan,1.1.1.27,nan,nan,nan,nan,nan
