,freiburger_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
1128,1128,1238,494,alanine dehydrogenase,kegg:C00041 + kegg:C00003 + kegg:C00001 = kegg:C00022 + kegg:C00004 + kegg:C00014,,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,8.32,1.80E-05,,spectrophotometry,pyrophosphate (0.1 mol dm-3),,1.4.1.1,,,,,
1129,1129,1239,489,alanine dehydrogenase,kegg:C00041 + kegg:C00003 + kegg:C00001 = kegg:C00022 + kegg:C00004 + kegg:C00014,,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,8.35,1.96E-05,,spectrophotometry,pyrophosphate (0.1 mol dm-3),,1.4.1.1,,,,,
1130,1130,1241,493,alanine dehydrogenase,kegg:C00041 + kegg:C00003 + kegg:C00001 = kegg:C00022 + kegg:C00004 + kegg:C00014,,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,8.73,5.32E-05,,spectrophotometry,pyrophosphate (0.1 mol dm-3),,1.4.1.1,,,,,
1131,1131,1240,495,alanine dehydrogenase,kegg:C00041 + kegg:C00003 + kegg:C00001 = kegg:C00022 + kegg:C00004 + kegg:C00014,,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,8.77,5.26E-05,,spectrophotometry,pyrophosphate (0.1 mol dm-3),,1.4.1.1,,,,,
1132,1132,1242,490,alanine dehydrogenase,kegg:C00041 + kegg:C00003 + kegg:C00001 = kegg:C00022 + kegg:C00004 + kegg:C00014,,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,9.1,0.000115,,spectrophotometry,pyrophosphate (0.1 mol dm-3),,1.4.1.1,,,,,
1133,1133,1243,491,alanine dehydrogenase,kegg:C00041 + kegg:C00003 + kegg:C00001 = kegg:C00022 + kegg:C00004 + kegg:C00014,,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,9.14,0.000119,,spectrophotometry,pyrophosphate (0.1 mol dm-3),,1.4.1.1,,,,,
1134,1134,1244,496,alanine dehydrogenase,kegg:C00041 + kegg:C00003 + kegg:C00001 = kegg:C00022 + kegg:C00004 + kegg:C00014,,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,9.22,0.00016,,spectrophotometry,pyrophosphate (0.1 mol dm-3),,1.4.1.1,,,,,
1135,1135,1245,492,alanine dehydrogenase,kegg:C00041 + kegg:C00003 + kegg:C00001 = kegg:C00022 + kegg:C00004 + kegg:C00014,,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),Pierard A.; Wiame J.M.; Biochim. Biophys. Acta; 37 490 (1960).,60PIE/WIA_270,298.15,9.41,0.000268,,spectrophotometry,pyrophosphate (0.1 mol dm-3),,1.4.1.1,,,,,
1136,1136,1246,1315,deoxyribose-phosphate aldolase,kegg:C00673 = kegg:C00118 + kegg:C00084,,2-deoxy-D-ribose 5-phosphate(aq) = D-glyceraldehyde 3-phosphate(aq) + acetaldehyde(aq),Pricer W.E.; Horecker B.L.; J. Biol. Chem.; 235 1292 (1960).,60PRI/HOR_1087,310.15,6.3,0.000235,,"enzymatic assay, chemical analysis, and spectrophotometry",maleate (0.025 mol dm-3),,4.1.2.4,,,,,
1137,1137,1247,3198,arginosuccinate synthase,kegg:C00002 + kegg:C00327 + kegg:C00049 = kegg:C00020 + kegg:C00013 + kegg:C03406,,ATP(aq) + L-citrulline(aq) + L-aspartate(aq) = AMP(aq) + diphosphate(aq) + L-arginosuccinate(aq),Schuegraf A.; Ratner S.; Warner R.C.; J. Biol. Chem.; 235 3597 (1960).,60SCH/RAT_1444,311.15,5.9,0.14,,spectrophotometry,Tris (0.1 mol dm-3),2.18 = -log[Mg+2],6.3.4.5,,0.0066 MgCl2,,,
1138,1138,1248,3195,arginosuccinate synthase,kegg:C00002 + kegg:C00327 + kegg:C00049 = kegg:C00020 + kegg:C00013 + kegg:C03406,,ATP(aq) + L-citrulline(aq) + L-aspartate(aq) = AMP(aq) + diphosphate(aq) + L-arginosuccinate(aq),Schuegraf A.; Ratner S.; Warner R.C.; J. Biol. Chem.; 235 3597 (1960).,60SCH/RAT_1444,311.15,6.91,2.14,,spectrophotometry,Tris (0.1 mol dm-3),2.18 = -log[Mg+2],6.3.4.5,,0.0066 MgCl2,,,
1139,1139,1249,3197,arginosuccinate synthase,kegg:C00002 + kegg:C00327 + kegg:C00049 = kegg:C00020 + kegg:C00013 + kegg:C03406,,ATP(aq) + L-citrulline(aq) + L-aspartate(aq) = AMP(aq) + diphosphate(aq) + L-arginosuccinate(aq),Schuegraf A.; Ratner S.; Warner R.C.; J. Biol. Chem.; 235 3597 (1960).,60SCH/RAT_1444,311.15,7.7,38.3,,spectrophotometry,Tris (0.1 mol dm-3),2.18 = -log[Mg+2],6.3.4.5,,0.0066 MgCl2,,,
1140,1140,1250,3196,arginosuccinate synthase,kegg:C00002 + kegg:C00327 + kegg:C00049 = kegg:C00020 + kegg:C00013 + kegg:C03406,,ATP(aq) + L-citrulline(aq) + L-aspartate(aq) = AMP(aq) + diphosphate(aq) + L-arginosuccinate(aq),Schuegraf A.; Ratner S.; Warner R.C.; J. Biol. Chem.; 235 3597 (1960).,60SCH/RAT_1444,311.15,7.79,69.5,,spectrophotometry,Tris (0.1 mol dm-3),2.18 = -log[Mg+2],6.3.4.5,,0.0066 MgCl2,,,
1141,1141,1251,1544,arabinose-5-phosphate isomerase,kegg:C01112 = kegg:C00199,,D-arabinose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),Volk W.A.; J. Biol. Chem.; 235 1550 (1960).,60VOL_1370,310.15,8,0.295,,spectrophotometry,glycylglycine (0.0033 mol dm-3),,5.3.1.13,,,,,
1142,1142,,3252,cellobiose phosphorylase,kegg:C00185 + kegg:C00009 = kegg:C00031 + kegg:C00103,,cellobiose(aq) + orthophosphate(aq) = D-glucose(aq) + Î±-D-glucose 1-phosphate(aq),Alexander J.K.; J. Bacteriol.; 81 903 (1961).,61ALE_444,310.15,7,0.23,,enzymatic assay,barbital (0.0075 mol dm-3) + acetate,,2.4.1.20,,, ,,
1143,1143,,4266,galactokinase,kegg:C00002 + kegg:C00124 = kegg:C00008 + kegg:C03384,,ATP(aq) + D-galactose(aq) = ADP(aq) + Î±-D-galactose 1-phosphate(aq),Atkinson M.R.; Burton R.M.; Morton R.K.; Biochem. J.; 78 813 (1961).,61ATK/BUR_550,298.15,7,24,,electrophoresis and enzymatic assay,HCl + NaOH,2.0 = -log[Mg+2],2.7.1.6,,0.01 MgCl2, ,,
1144,1144,,4267,galactokinase,kegg:C00002 + kegg:C00124 = kegg:C00008 + kegg:C03384,,ATP(aq) + D-galactose(aq) = ADP(aq) + Î±-D-galactose 1-phosphate(aq),Atkinson M.R.; Burton R.M.; Morton R.K.; Biochem. J.; 78 813 (1961).,61ATK/BUR_550,298.15,7,26,,electrophoresis and enzymatic assay,HCl + NaOH,1.6 = -log[Mg+2],2.7.1.6,,0.025 MgCl2, ,,
1145,1145,1254,2413,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Atkinson M.R.; Burton R.M.; Morton R.K.; Biochem. J.; 78 813 (1961).,61ATK/BUR_640,298.15,7,0.48,,electrophoresis and enzymatic assay,HCl + NaOH,2.0 = -log[Mg+2],2.7.4.3,,0.01 MgCl2,,,
1146,1146,1253,2414,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2 ADP(aq) = AMP(aq) + ATP(aq),Atkinson M.R.; Burton R.M.; Morton R.K.; Biochem. J.; 78 813 (1961).,61ATK/BUR_640,298.15,7,0.28,,electrophoresis and enzymatic assay,HCl + NaOH,1.6 = -log[Mg+2],2.7.4.3,,0.025 MgCl2,,,
1147,1147,,1437,alkaline phosphatase,kegg:C00092 + kegg:C00001 = kegg:C00031 + kegg:C00009,,D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq),Atkinson M.R.; Johnson E.; Morton R.K.; Biochem. J.; 79 12 (1961).,61ATK/JOH_772,298.15,7,263,,enzymatic assay and spectrophotometry,NaOH + HCl,,3.1.3.1,,, ,,
1148,1148,,560,_-phosphoglucomutase,kegg:C00103 = kegg:C00092,,Î²-D-glucose 1-phosphate(aq) = Î²-D-glucose 6-phosphate(aq),Ben-Zvi R.; Schramm M.; J. Biol. Chem.; 236 2186 (1961).,61BEN/SCH_1408,310.15,6.5,24,,enzymatic assay,histidine (0.001 mol dm-3),,5.4.2.6,,, ,,
1149,1149,,3392,valine-tRNA ligase,kegg:C00002 + kegg:C00183 + kegg:C01653 = kegg:C00020 + kegg:C00013 + kegg:C02554,,ATP(aq) +L-valine(aq) +tRNAval(aq) = AMP(aq) + diphosphate(aq) + L-valyl-tRNAval(aq),Berg P.; Bergmann F.H.; Ofengand E.J.; Dieckmann M.; J. Biol. Chem.; 236 1726 (1961).,61BER/BER_1431,310.15,7,0.32,,radioactivity and spectrophotometry,sodium cacodylate (0.1 mol dm-3),,6.1.1.9,,, ,,
1150,1150,1260,3142,transketolase,kegg:C00085 + kegg:C00118 = kegg:C00279 + kegg:C00231,,D-fructose 6-phosphate(aq) + D-glyceraldehyde 3-phosphate(aq) = D-erythrose 4-phosphate(aq) + D-xylulose 5-phosphate(aq),Datta A.G.; Racker E.; J. Biol. Chem.; 236 617 (1961).,61DAT/RAC_365,298.15,7.6,0.084,,enzymatic assay and spectrophotometry,glycylglycine (0.025 mol dm-3),,2.2.1.1,,,,,
1151,1151,1261,3141,transketolase,kegg:C00085 + kegg:C00266 = kegg:C02045 + kegg:C00279,,D-fructose 6-phosphate(aq) + glycolaldehyde(aq) = L-erythrulose(aq) + D-erythrose 4-phosphate(aq),Datta A.G.; Racker E.; J. Biol. Chem.; 236 617 (1961).,61DAT/RAC_367,298.15,7.6,0.015,,enzymatic assay and spectrophotometry,glycylglycine (0.025 mol dm-3),,2.2.1.1,,,,,
1152,1152,1262,3138,transketolase,kegg:C05382 + kegg:C00118 = kegg:C00117 + kegg:C00231,,sedoheptulose 7-phosphate(aq) + D-glyceraldehyde 3-phosphate(aq) = D-ribose 5-phosphate(aq) + D-xylulose 5-phosphate(aq),Datta A.G.; Racker E.; J. Biol. Chem.; 236 617 (1961).,61DAT/RAC_368,298.15,7.6,0.9,,enzymatic assay and spectrophotometry,glycylglycine (0.025 mol dm-3),,2.2.1.1,,,,,
1153,1153,1265,1485,3-hydroxybutyrate dehydrogenase,kegg:C01089 + kegg:C00003 = kegg:C00164 + kegg:C00004,,(R)-3-hydroxybutanoate(aq) + NAD(aq) = 3-oxobutanoate(aq) + NADH(aq),Doudoroff M.; Merrick J.M.; Contopoulou R.; Fed. Proc. Fed. Am. Soc. Exp. Biol.; 20 272 (1961).,61DOU/MER_117,305.15,8,0.13,,,Tris,,1.1.1.30,,,,,
1154,1154,,1903,sucrose phosphorylase,kegg:C00089 + kegg:C00009 = kegg:C00103 + kegg:C00095,,sucrose(aq) + orthophosphate(aq) = Î±-D-glucose 1-phosphate(aq) + D-fructose(aq),"Doudoroff M.; in ""Biochemist's Handbook""; C. Long ed.; D. Van Nostrand Co. Princeton New Jersey (1961) pp. 477-478.",61DOU_416,303.15,6.6,20,, ,,,2.4.1.7,,, ,,
1155,1155,,2731,maltose phosphorylase,kegg:C00208 + kegg:C00009 = kegg:C00031 + kegg:C00103,,maltose(aq) + orthophosphate(aq) = D-glucose(aq) + Î²-D-glucose 1-phosphate(aq),"Doudoroff M.; in ""Biochemist's Handbook""; C. Long ed.; D. Van Nostrand Co. Princeton New Jersey (1961) pp. 477-478.",61DOU_420,310.15,7,0.23,, ,,,2.4.1.8,,, ,,
1156,1156,,,chymotrypsin,,,N-benzoyl-L-tyrosylglycinanilide(aq) + H2O(l) = N-benzoyl-L-tyrosine(aq) + glycylanalide(aq),Gawron O.; Glaid A.J. III; Boyle R.E.; Odstrchel G.; Arch. Biochem. Biophys.; 95 203 (1961).,61GAW/GLA_974,296.15,6.5,10,,spectrophotometry,phosphate,,3.4.21.1,,,,,
1157,1157,,4216,2-hydroxy-3-oxopropionate reductase,kegg:C00258 + kegg:C00003 = kegg:C01146 + kegg:C00004,,(R)-glycerate(aq) + NAD(aq) = 2-hydroxy-3-oxopropanoate(aq) + NADH(aq),Gotto A.M.; Kornberg H.L.; Biochem. J.; 81 273 (1961).,61GOT/KOR_191,296.15,7.49,1.90E-06,,spectrophotometry,potassium phosphate (0.10 mol dm-3),,1.1.1.60,,, ,,
1158,1158,1268,4217,2-hydroxy-3-oxopropionate reductase,kegg:C00258 + kegg:C00003 = kegg:C01146 + kegg:C00004,,(R)-glycerate(aq) + NAD(aq) = 2-hydroxy-3-oxopropanoate(aq) + NADH(aq),Gotto A.M.; Kornberg H.L.; Biochem. J.; 81 273 (1961).,61GOT/KOR_191,296.15,8.49,1.60E-05,,spectrophotometry,potassium phosphate (0.10 mol dm-3),,1.1.1.60,,,,,
1159,1159,,2665,UTP-glucose-1-phosphate uridylyltransferase,kegg:C00075 + kegg:C00103 = kegg:C00013 + kegg:C00029,,UTP(aq) + Î±-D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),"Klenow H.; in ""Biochemist's Handbook""; C. Long ed.; D. Van Nostrand Co. Princeton New Jersey (1961) pp. 483-484.",61KLE_685,298.15,,1,, ,,,2.7.7.9,,, ,,
1160,1160,,1021,glucose-1-phosphate thymidylyltransferase,kegg:C00459 + kegg:C00103 = kegg:C00842 + kegg:C00013,,dTTP(aq) + Î±-D-glucose 1-phosphate(aq) = dTDPglucose(aq) + pyrophosphate(aq),Kornfeld S.; Glaser L.; J. Biol. Chem.; 236 1791 (1961).,61KOR/GLA_703,298.15,8,0.67,,enzymatic assay,Tris (0.01 mol dm-3) + HCl,,2.7.7.24,,, ,,
1161,1161,1274,2422,dihydroorotate dehydrogenase,kegg:C00337 + kegg:C00003 = kegg:C00295 + kegg:C00004,,(S)-dihydroorotate(aq) + NAD(aq) = orotate(aq) + NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_266,293.15,6.1,0.00042,,spectrophotometry,cysteine (0.0067 mol dm-3),,1.3.99.11,,,,,
1162,1162,1275,2419,dihydroorotate dehydrogenase,kegg:C00337 + kegg:C00003 = kegg:C00295 + kegg:C00004,,(S)-dihydroorotate(aq) + NAD(aq) = orotate(aq) + NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_266,293.15,6.4,0.00106,,spectrophotometry,cysteine (0.0067 mol dm-3),,1.3.99.11,,,,,
1163,1163,1276,2420,dihydroorotate dehydrogenase,kegg:C00337 + kegg:C00003 = kegg:C00295 + kegg:C00004,,(S)-dihydroorotate(aq) + NAD(aq) = orotate(aq) + NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_266,293.15,6.7,0.00224,,spectrophotometry,cysteine (0.0067 mol dm-3),,1.3.99.11,,,,,
1164,1164,1277,2421,dihydroorotate dehydrogenase,kegg:C00337 + kegg:C00003 = kegg:C00295 + kegg:C00004,,(S)-dihydroorotate(aq) + NAD(aq) = orotate(aq) + NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_266,293.15,7.2,0.00619,,spectrophotometry,cysteine (0.0067 mol dm-3),,1.3.99.11,,,,,
1165,1165,1271,2416,dihydroorotate dehydrogenase,kegg:C00337 + COCO:COCOM00012 = kegg:C00295 + COCO:COCOM00013,,(S)-dihydroorotate(aq) + AP-NAD(aq) = orotate(aq) + AP-NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_268,293.15,6.1,0.035,,spectrophotometry,cysteine (0.0067 mol dm-3),,1.3.99.11,,,,,
1166,1166,1272,2417,dihydroorotate dehydrogenase,kegg:C00337 + COCO:COCOM00012 = kegg:C00295 + COCO:COCOM00013,,(S)-dihydroorotate(aq) + AP-NAD(aq) = orotate(aq) + AP-NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_268,293.15,6.4,0.093,,spectrophotometry,cysteine (0.0067 mol dm-3),,1.3.99.11,,,,,
1167,1167,1273,2418,dihydroorotate dehydrogenase,kegg:C00337 + COCO:COCOM00012 = kegg:C00295 + COCO:COCOM00013,,(S)-dihydroorotate(aq) + AP-NAD(aq) = orotate(aq) + AP-NADH(aq),Krakow G.; Vennesland B.; J. Biol. Chem.; 236 142 (1961).,61KRA/VEN_268,293.15,6.7,0.189,,spectrophotometry,cysteine (0.0067 mol dm-3),,1.3.99.11,,,,,
1168,1168,1278,3564,thiamin-phosphate pyrophosphorylase,kegg:C04752 + kegg:C04327 = kegg:C00013 + kegg:C01081,,2-methyl-4-amino-5-hydroxymethylpyrimidine diphosphate(aq) + 4-methyl-5-(2-phosphonoxyethyl)-thiazole(aq) = pyrophosphate(aq) + thiamine monophosphate(aq),Leder I.G.; J. Biol. Chem.; 236 3066 (1961).,61LED_488,310.15,9.2,6,,fluorescence and chemical analysis,glycine (0.10 mol dm-3),,2.5.1.3,,,,,
1169,1169,,3653,taurocyamine kinase,kegg:C00002 + kegg:C01959 = kegg:C00008 + kegg:C03149,,ATP(aq) + taurocyamine(aq) = ADP(aq) + NÏ‰-phosphotaurocyamine(aq),"Pradel L.A.; T?se Doct. Sci. Phys. Paris (1961); data given in Barman T.E.; ""Enzyme Handbook - Vol. I""; Springer-Verlag New York (1969) p. 443.",61PRA_624,303.15,7.1,0.53,, ,Tris maleate (0.2 mol dm-3),,2.7.3.4,,, ,,
1170,1170,1280,1719,transaldolase,kegg:C05382 + kegg:C00118 = kegg:C00279 + kegg:C00085,,sedoheptulose 7-phosphate(aq) + D-glyceraldehyde 3-phosphate(aq) = D-erythrose 4-phosphate(aq) + D-fructose 6-phosphate(aq),"Racker E.; in ""The Enzymes"" Vol. 5 2nd edition; P.D. Boyer H. Lardy and K. Myrbdck eds.; Academic Press New York (1961) pp. 407-412.",61RAC2_372,310.15,7.4,1.05,,enzymatic assay,bicarbonate,,2.2.1.2,,,,,
1171,1171,,,leucyl aminopeptidase,,,L-tyrosylglycinamide(aq) + H2O(l) = L-tyrosine(aq) + glycinamide(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_953,298.15,8,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.11.1,,,,,-5.4
1172,1172,,,leucyl aminopeptidase,,,L-tyrosylglycinamide(aq) + H2O(l) = L-tyrosine(aq) + glycinamide(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_953,298.15,8.2,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.11.1,,,,,-5.3
1173,1173,,,leucyl aminopeptidase,,,L-tyrosylglycinamide(aq) + H2O(l) = L-tyrosine(aq) + glycinamide(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_953,298.15,8.6,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.11.1,,,,,-5.5
1174,1174,,,gly-X carboxypeptidase,,,N-benzoyl-L-tyrosine(aq) + H2O(l) = benzoic acid(aq) + L-tyrosine(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_957,298.15,7.05,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.17.4,,,,,-8.85
1175,1175,,,gly-X carboxypeptidase,,,N-benzoyl-L-tyrosine(aq) + H2O(l) = benzoic acid(aq) + L-tyrosine(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_957,298.15,7.15,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.17.4,,,,,-7.95
1176,1176,,,gly-X carboxypeptidase,,,N-benzoyl-L-tyrosine(aq) + H2O(l) = benzoic acid(aq) + L-tyrosine(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_957,298.15,7.5,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.17.4,,,,,-8.12
1177,1177,,,gly-X carboxypeptidase,,,N-benzoyl-L-tyrosine(aq) + H2O(l) = benzoic acid(aq) + L-tyrosine(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_957,298.15,7.95,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.17.4,,,,,-9.04
1178,1178,,,gly-X carboxypeptidase,,,N-benzoyl-L-tyrosine(aq) + H2O(l) = benzoic acid(aq) + L-tyrosine(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_957,298.15,8.05,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.17.4,,,,,-9.08
1179,1179,,,gly-X carboxypeptidase,,,N-benzoyl-L-tyrosylglycine(aq) + H2O(l) = N-benzoyl-L-tyrosine(aq) + glycine(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_958,298.15,7,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.17.4,,,,,-5
1180,1180,,,gly-X carboxypeptidase,,,N-benzoyl-L-tyrosylglycine(aq) + H2O(l) = N-benzoyl-L-tyrosine(aq) + glycine(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_958,298.15,7.5,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.17.4,,,,,-5.9
1181,1181,,,gly-X carboxypeptidase,,,N-benzoyl-L-tyrosylglycine(aq) + H2O(l) = N-benzoyl-L-tyrosine(aq) + glycine(aq),Rawitscher M.; Wadsv I.; Sturtevant J.M.; J. Am. Chem. Soc.; 83 3180 (1961).,61RAW/WAD_958,298.15,8,,,calorimetry,Tris (~ 0.04 mol dm-3) + HCl,,3.4.17.4,,,,,-6.2
1182,1182,1281,4120,leucine dehydrogenase,kegg:C00123 + kegg:C00003 + kegg:C00001 = kegg:C00233 + kegg:C00004 + kegg:C00014,,L-leucine(aq) + NAD(aq) + H2O(l) = 4-methyl-2-oxopentanoate(aq) + NADH(aq) + ammonia(aq),Sanwal B.D.; Zink M.W.; Arch. Biochem. Biophys.; 94 430 (1961).,61SAN/ZIN_288,298.15,11.1,0.0111,,spectrophotometry,glycine (0.1 mol dm-3) + NaOH,,1.4.1.9,,,,,
1183,1183,,3770,transaldolase,kegg:C05382 + kegg:C00118 = kegg:C00279 + kegg:C00085,,sedoheptulose 7-phosphate(aq) + D-glyceraldehyde 3-phosphate(aq) = D-erythrose 4-phosphate(aq) + D-fructose 6-phosphate(aq),Venkataraman R.; Racker E.; J. Biol. Chem.; 236 1876 (1961).,61VEN/RAC_373,310.15,7.4,1.05,,enzymatic assay,bicarbonate (0.1 mol dm-3),,2.2.1.2,,, ,,
1184,1184,1284,4417,phosphoserine phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),Vladimirov G.E.; Komkova A.I.; Fedorova N.A.; Biokhimiya; 26 426 (1961).,61VLA/KOM_827,308.15,7.05,673,,chromatography and radioactivity,barbital (0.9 mol dm-3),,3.1.3.3,,,,,
1185,1185,1283,4418,phosphoserine phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),Vladimirov G.E.; Komkova A.I.; Fedorova N.A.; Biokhimiya; 26 426 (1961).,61VLA/KOM_827,308.15,9.7,287,,chromatography and radioactivity,barbital (0.9 mol dm-3),,3.1.3.3,,,,,
1186,1186,,708,aspartate ammonia-lyase,kegg:C00049 = kegg:C00122 + kegg:C00014,,L-aspartate(aq) = fumarate(aq) + ammonia(aq),Wilkinson J.S.; Williams V.R.; Arch. Biochem. Biophys.; 93 80 (1961).,61WIL/WIL_1209,302.15,7,0.01,,chemical analysis,phosphate (0.10 mol dm-3),,4.3.1.1,,, ,,
1187,1187,1286,707,aspartate ammonia-lyase,kegg:C00049 = kegg:C00122 + kegg:C00014,,L-aspartate(aq) = fumarate(aq) + ammonia(aq),Wilkinson J.S.; Williams V.R.; Arch. Biochem. Biophys.; 93 80 (1961).,61WIL/WIL_1209,312.15,7,0.022,,chemical analysis,phosphate (0.10 mol dm-3),,4.3.1.1,,,,,
1188,1188,1287,3256,methylmalonyl-CoA carboxyltransferase,kegg:C00036 + kegg:C00100 = kegg:C00022 + kegg:C02557,,oxaloacetate(aq) + propanoyl-CoA(aq) = pyruvate(aq) + methylmalonyl-CoA(aq),Wood H.G.; Stjernholm R.; Proc. Natl. Acad. Sci. USA; 47 289 (1961).,61WOO/STJ_361,303.15,6.5,1.9,,enzymatic assay and spectrophotometry,Tris (0.025 mol dm-3) + HCl,,2.1.3.1,,,,,
1189,1189,1288,237,guanosine phosphorylase,kegg:C00387 + kegg:C00009 = kegg:C00242 + kegg:C00620,,guanosine(aq) + orthophosphate(aq) = guanine(aq) + D-ribose 1-phosphate(aq),Yamada E.W.; J. Biol. Chem.; 236 3043 (1961).,61YAM_485,310.15,7,0.019,,spectrophotometry,phosphate,,2.4.2.15,,,,,
1190,1190,1290,2897,sulfate adenylyltransferase,kegg:C00002 + kegg:C00059 = kegg:C00224 + kegg:C00013,,ATP(aq) + sulfate(aq) = adenosine 5'-phosphosulfate(aq) + pyrophosphate(aq),Akagi J.M.; Campbell L.L.; J. Bacteriol.; 84 1194 (1962).,62AKA/CAM_680,303.15,7.2,1.80E-08,,radioactivity,Tris (0.067 mol dm-3),,2.7.7.4,,,,,
