,du_matched_index,standard_id,Enzyme:,KEGG Reaction:,CID Reaction:,Reaction:,Reference:,Reference ID:,PMID,DOI,T [K],pH ,Keq,Km,Method:,Buffer:,Experimental conditions,EC Value:,solutes [mol / kg],solutes [mol / dm^3],Ionic strength [mol / dm^3],Ionic strength [mol / kg],Enthalpy [kJ / mol]
1044,1159,2400.0,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00008 + kegg:C00074,CHB_15361 + CHB_15422 = CHB_16761 + CHB_18021,ATP(aq) + pyruvate(aq) = ADP(aq) + phosphoenolpyruvate(aq),McQuate J.T.; Utter M.F.; J. Biol. Chem.; 234 2151 (1959).,59MCQ/UTT_565,13673030.0, ,303.15,7.4,0.000155, ,enzymatic assay and spectrophotometry,Tris (0.050 mol dm-3),mol/L;(K)1(Cl)1=0.067;(Mg)1(Cl)2=0.002;Tris=0.05;pyruvate=0.033;ATP=0.005245;ADP=0.000166;phosphoenolpyruvate=0.0001605  ,2.7.1.40, , , , , 
1045,1160,2401.0,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00008 + kegg:C00074,CHB_15361 + CHB_15422 = CHB_16761 + CHB_18021,ATP(aq) + pyruvate(aq) = ADP(aq) + phosphoenolpyruvate(aq),McQuate J.T.; Utter M.F.; J. Biol. Chem.; 234 2151 (1959).,59MCQ/UTT_565,13673030.0, ,303.15,8.0,0.000451, ,enzymatic assay and spectrophotometry,Tris (0.050 mol dm-3),mol/L;(K)1(Cl)1=0.067;(Mg)1(Cl)2=0.002;Tris=0.05;pyruvate=0.03335;ATP=0.00514;ADP=0.0002835;phosphoenolpyruvate=0.0002695  ,2.7.1.40, , , , , 
1046,1161,2402.0,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00008 + kegg:C00074,CHB_15361 + CHB_15422 = CHB_16761 + CHB_18021,ATP(aq) + pyruvate(aq) = ADP(aq) + phosphoenolpyruvate(aq),McQuate J.T.; Utter M.F.; J. Biol. Chem.; 234 2151 (1959).,59MCQ/UTT_565,13673030.0, ,303.15,8.4,0.0011, ,enzymatic assay and spectrophotometry,Tris (0.050 mol dm-3),mol/L;(K)1(Cl)1=0.067;(Mg)1(Cl)2=0.002;Tris=0.05;pyruvate=0.0332;ATP=0.004985;ADP=0.000432;phosphoenolpyruvate=0.000422  ,2.7.1.40, , , , , 
1047,1162,2403.0,pyruvate kinase,kegg:C00002 + kegg:C00022 = kegg:C00008 + kegg:C00074,CHB_15361 + CHB_15422 = CHB_16761 + CHB_18021,ATP(aq) + pyruvate(aq) = ADP(aq) + phosphoenolpyruvate(aq),McQuate J.T.; Utter M.F.; J. Biol. Chem.; 234 2151 (1959).,59MCQ/UTT_565,13673030.0, ,303.15,9.0,0.00272, ,enzymatic assay and spectrophotometry,Tris (0.050 mol dm-3),mol/L;(K)1(Cl)1=0.067;(Mg)1(Cl)2=0.002;Tris=0.05;pyruvate=0.0324;ATP=0.00605;ADP=0.000747;phosphoenolpyruvate=0.000717  ,2.7.1.40, , , , , 
1048,1163,4082.0,alcohol dehydrogenase,kegg:C00854 + kegg:C00003 = kegg:C00414 + kegg:C00004,CHB_15846 + CHB_18099 = CHB_16908 + CHB_17854,cyclohexanol(aq) + NAD(aq) = cyclohexanone(aq) + NADH(aq),Merritt A.D.; Tomkins G.M.; J. Biol. Chem.; 234 2778 (1959).,59MER/TOM_5, , ,298.15,7.2,0.09, ,spectrophotometry,phosphate (0.001 mol dm-3),mol/L;phosphate buffer=0.001  ,1.1.1.1, , , , , 
1049,1164,4083.0,alcohol dehydrogenase,kegg:C00854 + kegg:C00003 = kegg:C00414 + kegg:C00004,CHB_15846 + CHB_18099 = CHB_16908 + CHB_17854,cyclohexanol(aq) + NAD(aq) = cyclohexanone(aq) + NADH(aq),Merritt A.D.; Tomkins G.M.; J. Biol. Chem.; 234 2778 (1959).,59MER/TOM_5, , ,298.15,7.5,0.158, ,spectrophotometry,phosphate (0.001 mol dm-3),mol/L;phosphate buffer=0.001  ,1.1.1.1, , , , , 
1050,1165,4084.0,alcohol dehydrogenase,kegg:C00854 + kegg:C00003 = kegg:C00414 + kegg:C00004,CHB_15846 + CHB_18099 = CHB_16908 + CHB_17854,cyclohexanol(aq) + NAD(aq) = cyclohexanone(aq) + NADH(aq),Merritt A.D.; Tomkins G.M.; J. Biol. Chem.; 234 2778 (1959).,59MER/TOM_5, , ,298.15,9.5,19, ,spectrophotometry,phosphate (0.001 mol dm-3),mol/L;glycine-NaOH buffer=0.001  ,1.1.1.1, , , , , 
1051,1166,4039.0,adenylosuccinate lyase,kegg:C04823 = kegg:C00122 + kegg:C04677,CHB_18319 = CHB_29806 + MAN_10145,N-(5-amino-1-Î²-D-ribosyl-4-imidazoyl-carbonyl)-L-aspartic acid 5'-phosphate(aq) = fumarate(aq) +  5-amino-1-Î²-D-ribosyl-4-imidazolecarboxamide 5'-phosphate(aq),Miller R.W.; Lukens L.N.; Buchanan J.M.; J. Biol. Chem.; 234 1806 (1959).,59MIL/LUK_1225,13672968.0, ,310.15,7.2,0.0023, ,"spectrophotometry, chromatography, and radioactivity",phosphate (0.023 mol dm-3),mol/L;phosphate buffer=0.02  ,4.3.2.2, , , , , 
1052,1167,2272.0,ribitol dehydrogenase,kegg:C00474 + kegg:C00003 = kegg:C00309 + kegg:C00004,CHB_15846 + CHB_15963 = CHB_16908 + CHB_28552,ribitol(aq) + NAD(aq) = D-ribulose(aq) + NADH(aq),Nordlie R.C.; Fromm H.J.; J. Biol. Chem.; 234 2523 (1959).,59NOR/FRO_188,14427582.0, ,301.15,8.0,0.00717, ,spectrophotometry,Tris (0.1 mol dm-3) + HCl,mol/L;Tris-HCl=0.034  ,1.1.1.56, , , , , 
1053,1178,2206.0,dihydrolipoamide dehydrogenase,kegg:C02147 + kegg:C00003 = kegg:C00725 + kegg:C00004,CHB_15846 + CHB_18047 = CHB_16908 + CHB_30313,dihydro-Î±-lipoate(aq) + NAD(aq) = Î±-lipoate(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_324, , ,295.15,7.1,0.13, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1054,1168,2196.0,dihydrolipoamide dehydrogenase,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_326,13610916.0, ,295.15,6.23,0.081, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1055,1169,2197.0,dihydrolipoamide dehydrogenase,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_326,13610916.0, ,295.15,6.86,0.18, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1056,1170,2204.0,dihydrolipoamide dehydrogenase,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_326,13610916.0, ,295.15,7.19,0.28, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1057,1171,2201.0,dihydrolipoamide dehydrogenase,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_326,13610916.0, ,295.15,7.53,0.36, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1058,1172,2198.0,dihydrolipoamide dehydrogenase,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_326,13610916.0, ,295.15,7.74,0.65, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1059,1173,2199.0,dihydrolipoamide dehydrogenase,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_326,13610916.0, ,295.15,7.9,1, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1060,1174,2205.0,dihydrolipoamide dehydrogenase,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_326,13610916.0, ,295.15,8.23,1.5, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1061,1175,2203.0,dihydrolipoamide dehydrogenase,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_326,13610916.0, ,295.15,8.42,2.6, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1062,1176,2200.0,dihydrolipoamide dehydrogenase,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_326,13610916.0, ,295.15,8.59,3.6, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1063,1177,2202.0,dihydrolipoamide dehydrogenase,kegg:C00579 + kegg:C00003 = kegg:C00248 + kegg:C00004,CHB_15846 + CHB_17694 = CHB_16908 + CHB_17460,dihydrolipoamide(aq) + NAD(aq) = lipoamide(aq) + NADH(aq),Sanadi D.R.; Langley M.; Searls R.L.; J. Biol. Chem.; 234 178 (1959).,59SAN/LAN_326,13610916.0, ,295.15,9.08,4.8, ,spectrophotometry,phosphate (0.05 mol dm-3),mol/L;phosphate buffer = 0.05;EDTA=0.003  ,1.8.1.4, , , , , 
1064,1179,2407.0,4-aminobutyrate transaminase,kegg:C00334 + kegg:C00026 = kegg:C00232 + kegg:C00025,CHB_16810 + CHB_30566 = CHB_29985 + CHB_57706,4-aminobutanoate(aq) + 2-oxoglutarate(aq) = 4-oxobutanoate(aq) + L-glutamate(aq),Scott E.M.; Jakoby W.B.; J. Biol. Chem.; 234 932 (1959).,59SCO/JAK_526,13654294.0, ,311.15,8.1,0.14, ,spectrophotometry,pyrophosphate (0.1 mol dm-3),mol/L;pyrophosphate buffer=0.1  ,2.6.1.19, , , , , 
1065,1180,1872.0,sorbitol-6-phosphate dehydrogenase,kegg:C01096 + kegg:C00003 = kegg:C00085 + kegg:C00004,CHB_15846 + CHB_17044 = CHB_16908 + CHB_61553,D-sorbitol 6-phosphate(aq) + NAD(aq) = D-fructose 6-phosphate(aq) + NADH(aq),Shockley T.E.; Pride H.S.; J. Bacteriol.; 77 695 (1959).,59SHO/PRI_216,13664648.0, ,298.15,9.31,2.2, , ,Tris (0.035 mol dm-3),mol/L;Tris=0.035;NAD=0.00033;(Mg)1(Cl)2=0.0018;D-sorbitol 6-phosphate=0.0004;D-fructose 6-phosphate=0;NADH=0;pyruvate=0.0033  ,1.1.1.140, , , , , 
1066,1181,177.0,UDP-N-acetylglucosamine pyrophosphorylase,kegg:C00075 + kegg:C04256 = kegg:C00043 + kegg:C00013,CHB_15713 + PBC_440272 = CHB_16264 + CHB_18361,UTP(aq) + N-acetyl-Î±-D-glucosamine 1-phosphate(aq) = UDP-N-acetyl-D-glucosamine(aq) + pyrophosphate(aq),Strominger J.L.; Smith M.S.; J. Biol. Chem.; 234 1822 (1959).,59STR/SMI_702,13672971.0, ,310.15,7.4,0.5, ,chromatography and spectrophotometry,Tris (0.1 mol dm-3),mol/L;Tris=0.02;pyrophosphate=0.01;(Mg)1(Cl)2=0.001;UDP-N-acetyl-D-glucosamine=0.00105;UTP=0;N-acetyl--D-glucosamine 1-phosphate=0  ,2.7.7.23, , , , , 
1067,1182,1054.0,glutamate formiminotransferase,kegg:C00664 + kegg:C00025 = kegg:C00439 + kegg:C00101,CHB_15639 + CHB_29985 = CHB_15635 + CHB_7274,5-formiminotetrahydrofolate(aq) + L-glutamate(aq) = N-formimino-L-glutamate(aq) + tetrahydrofolate(aq),Tabor H.; Wyngarden L.; J. Biol. Chem.; 234 1830 (1959).,59TAB/WYN_355,13672973.0, ,298.15,6.7,1.3, ,spectrophotometry,triethanolamine sulfate,mol/L;triethanolamine sulfate buffer=0.1;2-mercaptoethanol=0.075  ,2.1.2.5, , , , , 
1068,, ,3a-hydroxysteroid dehydrogenase, , ,"5Î±-pregnane-3Î±,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î±-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_172, , ,298.15,7.0,0.0113, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3), ,1.1.1.50, , , , , 
1069,, ,3a-hydroxysteroid dehydrogenase, , ,"5Î±-pregnane-3Î±,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î±-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_172, , ,298.15,8.0,0.113, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3), ,1.1.1.50, , , , , 
1070,, ,3a-hydroxysteroid dehydrogenase, , ,"5Î±-pregnane-3Î±,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î±-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_172, , ,298.15,9.0,1.13, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3), ,1.1.1.50, , , , , 
1071,, ,3a-hydroxysteroid dehydrogenase, , ,"5Î²-pregnane-3Î±,17Î±,21-triol-11,20-dione(aq) + NAD(aq) = 5Î²-pregnane-17Î±,21-diol-3,11,20-trione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_175, , ,298.15,7.0,0.0107, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3), ,1.1.1.50, , , , , 
1072,, ,3a-hydroxysteroid dehydrogenase, , ,"5Î²-pregnane-3Î±,17Î±,21-triol-11,20-dione(aq) + NAD(aq) = 5Î²-pregnane-17Î±,21-diol-3,11,20-trione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_175, , ,298.15,8.0,0.107, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3), ,1.1.1.50, , , , , 
1073,, ,3a-hydroxysteroid dehydrogenase, , ,"5Î²-pregnane-3Î±,17Î±,21-triol-11,20-dione(aq) + NAD(aq) = 5Î²-pregnane-17Î±,21-diol-3,11,20-trione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_175, , ,298.15,9.0,1.07, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3), ,1.1.1.50, , , , , 
1074,, ,3a-hydroxysteroid dehydrogenase, , ,"5Î²-pregnane-3Î±,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î²-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_176, , ,298.15,7.0,0.0213, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3), ,1.1.1.50, , , , , 
1075,, ,3a-hydroxysteroid dehydrogenase, , ,"5Î²-pregnane-3Î±,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î²-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_176, , ,298.15,8.0,0.213, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3), ,1.1.1.50, , , , , 
1076,, ,3a-hydroxysteroid dehydrogenase, , ,"5Î²-pregnane-3Î±,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î²-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_176, , ,298.15,9.0,2.13, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3), ,1.1.1.50, , , , , 
1077,1183,2755.0,3(or 17)_-hydroxysteroid dehydrogenase,kegg:C00535 + kegg:C00003 = kegg:C00280 + kegg:C00004,CHB_15846 + CHB_17347 = CHB_16422 + CHB_16908,"4-androstene-17Î²-ol-3-one(aq) + NAD(aq) = 4-androstene-3,17-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_181, , ,298.15,7.0,0.378, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1078,1184,2753.0,3(or 17)_-hydroxysteroid dehydrogenase,kegg:C00535 + kegg:C00003 = kegg:C00280 + kegg:C00004,CHB_15846 + CHB_17347 = CHB_16422 + CHB_16908,"4-androstene-17Î²-ol-3-one(aq) + NAD(aq) = 4-androstene-3,17-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_181, , ,298.15,8.0,3.78, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1079,1185,2754.0,3(or 17)_-hydroxysteroid dehydrogenase,kegg:C00535 + kegg:C00003 = kegg:C00280 + kegg:C00004,CHB_15846 + CHB_17347 = CHB_16422 + CHB_16908,"4-androstene-17Î²-ol-3-one(aq) + NAD(aq) = 4-androstene-3,17-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_181, , ,298.15,9.0,378, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1080,1186, ,3(or 17)_-hydroxysteroid dehydrogenase, ,CHB_15846 + MAN_10156 = CHB_16908 + MAN_10157,"5Î±-pregnane-3Î²,17Î±,21-triol-11,20-dione(aq) + NAD(aq) = 5Î±-pregnane-17Î±,21-diol-3,11,20-trione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_183, , ,298.15,7.0,0.0092, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1081,1188, ,3(or 17)_-hydroxysteroid dehydrogenase, ,CHB_15846 + MAN_10156 = CHB_16908 + MAN_10157,"5Î±-pregnane-3Î²,17Î±,21-triol-11,20-dione(aq) + NAD(aq) = 5Î±-pregnane-17Î±,21-diol-3,11,20-trione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_183, , ,298.15,8.0,0.092, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1082,1190, ,3(or 17)_-hydroxysteroid dehydrogenase, ,CHB_15846 + MAN_10156 = CHB_16908 + MAN_10157,"5Î±-pregnane-3Î²,17Î±,21-triol-11,20-dione(aq) + NAD(aq) = 5Î±-pregnane-17Î±,21-diol-3,11,20-trione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_183, , ,298.15,9.0,0.92, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1083,1194, ,3(or 17)_-hydroxysteroid dehydrogenase, ,CHB_15846 + MAN_10159 = CHB_16908 + MAN_10158,"5Î±-pregnane-3Î²,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î±-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_184, , ,298.15,7.0,0.0188, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1084,1198, ,3(or 17)_-hydroxysteroid dehydrogenase, ,CHB_15846 + MAN_10159 = CHB_16908 + MAN_10158,"5Î±-pregnane-3Î²,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î±-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_184, , ,298.15,8.0,0.188, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1085,1202, ,3(or 17)_-hydroxysteroid dehydrogenase, ,CHB_15846 + MAN_10159 = CHB_16908 + MAN_10158,"5Î±-pregnane-3Î²,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î±-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_184, , ,298.15,9.0,1.88, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1086,1192, ,3(or 17)_-hydroxysteroid dehydrogenase, ,CHB_15846 + MAN_10159 = CHB_16908 + MAN_10158,"5Î²-pregnane-3Î²,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î²-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_185, , ,298.15,7.0,0.0099, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1087,1196, ,3(or 17)_-hydroxysteroid dehydrogenase, ,CHB_15846 + MAN_10159 = CHB_16908 + MAN_10158,"5Î²-pregnane-3Î²,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î²-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_185, , ,298.15,8.0,0.099, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1088,1200, ,3(or 17)_-hydroxysteroid dehydrogenase, ,CHB_15846 + MAN_10159 = CHB_16908 + MAN_10158,"5Î²-pregnane-3Î²,17Î±,21-triol-20-one(aq) + NAD(aq) = 5Î²-pregnane-17Î±,21-diol-3,20-dione(aq) + NADH(aq)","Talalay P.; Levy H.R.; in ""Steric Course of Microbiological Reactions""; G.E.W. Wolstenholme and C.M O'Connor eds.; Little Brown and Co. Boston (1959) pp. 53-75.",59TAL/LEV_185, , ,298.15,9.0,0.99, ,spectrophotometry,phosphate (0.01 - 0.07 mol dm-3),   ,1.1.1.51, , , , , 
1089,1204, ,_-alanyl-CoA ammonia lyase, ,MAN_10086 = CHB_16134 + MAN_10087,Î²-alanylpantetheine(aq) = acrylylpantetheine(aq) + ammonia(aq),Vagelos P.R.; Earl J.M.; Stadtman E.R.; J. Biol. Chem.; 234 490 (1959).,59VAG/EAR_1221,13641247.0, ,298.15,7.5,1.22E-06, ,spectrophotometry,triethanolamine (0.05 mol dm-3) + HCl,mol/L;triethanolamine-HCl=0.05  ,4.3.1.6, , , , , 
1090,1205,3874.0,ribose-5-phosphate isomerase,kegg:C00117 = kegg:C00199,CHB_52742 = CHB_17363,D-ribose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),Agosin M.; Aravena L.; Enzymologia; 22 281 (1960).,60AGO/ARA_1336,13681649.0, ,298.15,7.5,0.179, ,spectrophotometry,Tris (0.05 mol dm-3) + HCl,mol/L;Tris-HCl=0.05  ,5.3.1.6, , , , , 
